parameters,2.5%,25.0%,50.0%,75.0%,97.5%
ρ₀,0.004960417330989139,0.005213839682349649,0.00537193715171727,0.005530090606699804,0.005845522786036546
ψ,0.10435848432362547,0.11523320766611522,0.12197736560081707,0.13463162646672455,0.16045369712122795
q,0.00024943362662200957,0.0002554349100149364,0.0002585090816980077,0.00026187927447878336,0.00026832470193035744
β₀,1.1694808170592506,2.951951167874838,4.146319400352954,4.461178794686104,5.123335537108356
η,0.15007883028377786,0.49909136089521944,0.9822480406678433,1.125998309653017,1.4644020472298356
ω,184.5355966013784,369.5217540641269,431.77886603553236,443.43571475007536,462.4354631572446
φ,98.96028895705365,181.3185156297193,208.79113296685438,210.22342018054485,212.55601457579414
k,0.3606610717919211,0.411915648449025,0.4423818608231638,0.8082825864223384,2.9654924367200284
δ₁,0.6452595493499802,0.7462709438324133,0.7979587632837637,0.8596109444149791,0.921835725968019
δ₂,0.7141610175093133,0.8412465776258939,0.8957016895982616,0.9380139309636532,0.9805184644933576
δ₃,0.20209595634907376,0.22705357681662688,0.24665138263968517,0.3528989327897395,0.5005127958411991
