iteration,chain,ρ₀,ψ,q,β₀,η,ω,φ,δ₁,δ₂,δ₃,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
522,1,0.004963578986986805,0.19085408756816444,0.00025685582898059815,3.132693493854119,0.04524002643943145,405.04256859820913,193.79123593586064,0.7913360768552011,0.9067828009638413,0.29822263847688346,-3497.1656533623204,31.0,1.0,0.9756414628706817,-3497.1656533623204,3502.1825394674447,-0.016784709787771135,0.06363801639736266,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
523,1,0.0049361764035777845,0.23965479319833394,0.0002641538083997235,2.8555564168328313,0.04592388163408294,389.57702953660566,192.75284613042314,0.8029314916174218,0.9018644319797654,0.3405462091664748,-3496.4844681849927,31.0,1.0,0.97746590006792,-3496.4844681849927,3502.029254028256,0.027108867357128474,0.04615546976810947,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
524,1,0.005354948380196174,0.19837494582001736,0.00025253975190967957,2.9969731274295346,0.04557091070769445,403.05557303807177,196.3626779281185,0.8030253324603847,0.8602217723776102,0.33821355539503867,-3493.9444238751475,31.0,1.0,0.8394852713809687,-3493.9444238751475,3501.5748528042236,-0.18283949851183934,1.0838400556212946,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
525,1,0.004716903851088794,0.2145298425948826,0.00026817721062513656,2.8352178081994066,0.045379634928711186,379.86960280647673,197.1664674239929,0.8050643858455155,0.9262288102283778,0.3300040597006319,-3495.965438649603,31.0,1.0,0.6656438694567561,-3495.965438649603,3499.8374313352338,0.3963794248866179,1.102540630745807,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
526,1,0.0048326670885535964,0.2125081903374042,0.0002693083457975062,2.9240896876530047,0.045196100941217565,399.96557770733415,193.16795929642197,0.8023383716369508,0.8990493135386716,0.3313073082830815,-3492.7624275800176,31.0,1.0,0.9953182775336111,-3492.7624275800176,3498.223161995152,-0.11772899394509295,-0.13123486191125266,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
527,1,0.005186296367534899,0.1902666792048023,0.000259151110703147,3.018711671871463,0.046703830729245395,385.2602711464157,195.31653923567956,0.7910554650734722,0.9100414163486611,0.3134425593676911,-3493.0342455797577,31.0,1.0,0.9204722239345401,-3493.0342455797577,3496.3619258253752,0.055946103906990174,0.3011698351629093,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
528,1,0.004916190863355208,0.20771576760408766,0.00026816881453903724,2.9387857393778214,0.045121515187110224,384.68012742059045,192.51810911012572,0.8015000972421498,0.8930139230276619,0.32360999012182284,-3492.982534048079,31.0,1.0,0.9836259122365635,-3492.982534048079,3498.0907161404302,-0.007815347674750228,0.04019468982005492,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
529,1,0.004651676108385344,0.21929805943160965,0.00026785041030811304,3.0103989974054883,0.04581547297927694,392.90161626318593,196.1901924409097,0.810844204002129,0.8915685528190749,0.3118669185210647,-3494.501619792419,31.0,1.0,0.7394240985672922,-3494.501619792419,3499.7983277877547,0.12418285329204082,0.521893270318742,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
530,1,0.004715704387208335,0.2157252610260286,0.00025746276504559325,3.034759856652871,0.04533234351252131,382.5440316745668,195.44087158294911,0.799480708580322,0.866306581192776,0.32000975217617533,-3497.5719517862112,31.0,1.0,0.999848219677659,-3497.5719517862112,3499.63654268795,-0.0006571854851245007,-0.041440786446401034,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
531,1,0.005327707161236167,0.2085525957712032,0.0002524923229859594,2.9890564720814243,0.04597709122044487,377.254888275961,194.8226952064519,0.7981808522730153,0.872196160577184,0.3266331366908036,-3495.3064673754784,31.0,1.0,0.9351494901028721,-3495.3064673754784,3501.538263392702,0.09723652489628876,0.16031214176155117,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
532,1,0.005474271894501482,0.203297924833686,0.0002500215472586927,3.0667026068380254,0.04648107171695512,374.09166071703777,194.20574745440464,0.7809099267632851,0.8607659673399349,0.3255029883262485,-3496.65827000686,15.0,1.0,0.9728213364032597,-3496.65827000686,3499.4454596231835,-0.16043795946097816,-0.16043795946097816,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
533,1,0.005228700969439684,0.2272417266036298,0.000258806936306364,3.053808342679114,0.04709734957351973,395.5161638428005,197.54925196970515,0.792957317164434,0.838179182635303,0.3422729231813352,-3494.912212751355,31.0,1.0,0.9594969324556415,-3494.912212751355,3499.913714411225,-0.016840969507939008,0.39754891361099,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
534,1,0.005630262155784975,0.2065805344843699,0.00025409355295705395,3.039808472455435,0.04590533325887312,394.9906015365745,193.8828247328596,0.7817329627045274,0.8258804591212319,0.35190177497235453,-3495.7036195767437,23.0,1.0,0.4911545935554826,-3495.7036195767437,3498.5846537137954,0.08317175036518165,72.23441597953433,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
535,1,0.005630262155784975,0.2065805344843699,0.00025409355295705395,3.039808472455435,0.04590533325887312,394.9906015365745,193.8828247328596,0.7817329627045274,0.8258804591212319,0.35190177497235453,-3495.7036195767437,10.0,1.0,0.08725282984407583,-3495.7036195767437,3503.246305294554,0.0,1037.9235671292108,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
536,1,0.005676365422966227,0.19827560122848556,0.0002525448409055123,3.0566413168862536,0.046595009292751975,390.4527679408087,194.20686354028987,0.7767725110587345,0.8326634940694443,0.34975019939032254,-3496.2971436797334,15.0,1.0,0.49650883813072416,-3496.2971436797334,3499.2123234341652,-0.8253099158573605,87.72274501718448,3.0,0.0,0.13514920554991305,0.13514920554991305,0.0
537,1,0.005185519724166909,0.20764122350857472,0.0002580122783529717,2.861351201811177,0.046949162030771825,390.5587444556128,198.55497312693484,0.8030154566775721,0.8493422275644777,0.36997831496203054,-3495.4349696725435,31.0,1.0,0.7324451704545646,-3495.4349696725435,3499.6551101576115,0.0367041718263863,2.8489955914201346,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
538,1,0.004868069804150407,0.21110854857185551,0.0002636463928739995,3.069088645720456,0.044818811993861986,392.22831167587384,193.12646023280288,0.8028104385256103,0.8206836626198777,0.33195817574082453,-3495.429366286504,31.0,1.0,0.8191439464461726,-3495.429366286504,3498.9904583312577,-0.08936725420562652,7.490089189742321,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
539,1,0.004745996789965259,0.20897550256242947,0.0002664864113489962,3.0775508221733534,0.04498897266881996,390.5648711955572,193.48956800011757,0.8031853022276055,0.8239259447858225,0.3266346322779025,-3496.0031231924613,11.0,1.0,0.4317611983812651,-3496.0031231924613,3498.4558196555568,0.5592742055569033,2176.3405586648537,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
540,1,0.004972637175763758,0.21195260756976392,0.00025888137037461816,2.971591846106904,0.04653234690134667,383.2568398242318,198.95932743268787,0.7958374942947791,0.8535983749233123,0.34659681477999904,-3495.4248174151803,31.0,1.0,0.8394597794523794,-3495.4248174151803,3500.9826580745525,0.39458226259193907,0.7150456534632212,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
541,1,0.005050201913566121,0.22022226578270615,0.0002588502904203001,3.080129880613639,0.04642752559606775,385.8121505842725,199.5420981284663,0.7786183369064846,0.8594447213422416,0.3323883210425091,-3499.078112809211,15.0,1.0,0.8902806488660737,-3499.078112809211,3501.415923327288,-0.35688200375807355,0.9890652456479074,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
542,1,0.005097529942615295,0.19806380241331756,0.0002584223471850999,3.0190965249725177,0.045720641051458795,399.504657878289,198.59975381833712,0.7864007618592559,0.8624086970407241,0.3438729016356939,-3495.540960892675,31.0,1.0,0.9979178230629356,-3495.540960892675,3503.051667385375,-0.08508652443470055,-0.15550619500027096,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
543,1,0.004984157105895428,0.20630067726846946,0.0002600977545068816,3.0172897231000686,0.045759352475910446,393.4446372678051,193.47763541601142,0.8088055313863571,0.8964494245159411,0.3080747664429726,-3494.700612128583,31.0,1.0,0.9852805295824465,-3494.700612128583,3501.0551245501288,0.010719922263888293,-0.06610717194052995,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
544,1,0.005259664911728115,0.19034934732506245,0.0002551818157580642,3.0086852052148387,0.04684763590997937,392.03208965518473,194.90317571193353,0.8021002032607469,0.9247191814383613,0.3055710597770745,-3494.623381040333,31.0,1.0,0.978835504591903,-3494.623381040333,3504.202302596458,-0.015594127391523216,0.09937005209167182,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
545,1,0.004817890108094006,0.20605238878441415,0.0002608964961513497,2.9708812809784275,0.04526852220825395,392.7814119903714,191.43399722931915,0.7957927173350208,0.9516524658283131,0.3020051563140663,-3495.867124917197,31.0,1.0,0.9865278088009631,-3495.867124917197,3499.4167620263565,0.018629027087627037,0.04656756576241605,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
546,1,0.005387124034664378,0.21739912111083506,0.0002612118107594985,2.938771986915415,0.04690630045233132,392.2800210614487,197.3620575058061,0.8013123749063864,0.9240062928176546,0.3201738864119022,-3494.5144984293156,31.0,1.0,0.9982442281527932,-3494.5144984293156,3497.558028693979,-0.01078860242932933,-0.03991901445442636,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
547,1,0.005008617009356824,0.20290384173766488,0.00025640575820273445,2.9613727776786156,0.045280291797267724,387.45494826850916,195.3998369544379,0.7988615013319972,0.9511594017958186,0.3045475120169895,-3495.032978495208,31.0,1.0,0.9726078101906263,-3495.032978495208,3498.8459761669096,0.05343661185725068,0.07559572432228379,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
548,1,0.004982865801456002,0.21813870375931552,0.0002577053361761438,3.1311728895476945,0.04631255209724161,397.9787651576498,193.34156573727427,0.784967617562656,0.9468424810737137,0.287059147062583,-3495.9242303688447,31.0,1.0,0.9977459217114639,-3495.9242303688447,3500.159433035684,-0.021079543482301233,-0.07218320377569398,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
549,1,0.005220550685487239,0.22055025722487545,0.00025562343550733046,3.0163571537881206,0.04674336003622488,386.030147366296,193.46674988346518,0.7984697100368385,0.9424770946294522,0.29513584543316695,-3495.148798003029,31.0,1.0,0.9590930194693833,-3495.148798003029,3498.7821389978917,0.04053603447846399,0.22774092851614114,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
550,1,0.005301285744053836,0.22736636227336982,0.0002577360889819198,3.010178355259579,0.046534944802712266,377.44282794726934,190.04790776991055,0.7842665014220546,0.8894717124666908,0.3187444251636615,-3496.5093860409306,31.0,1.0,0.6222090425485864,-3496.5093860409306,3501.923073569281,0.07389800529290369,87.6359428101373,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
551,1,0.005103788560921364,0.19539225851790046,0.0002608348820574084,2.870030891337733,0.04604192556363128,394.25712886954886,197.62927486479035,0.8047081732472967,0.8806491074958087,0.3539220803049953,-3495.0921155181377,31.0,1.0,0.8856402848048321,-3495.0921155181377,3500.13323623026,0.37269507528435497,1.0510540698983277,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
552,1,0.005258862610866671,0.19301936314415033,0.00025925869962508644,2.7497042606038193,0.0446226659717114,408.71962405803663,196.76812034557184,0.8055752029345744,0.9408168435992602,0.3545987620282824,-3497.0379235787177,15.0,1.0,0.8618154996746024,-3497.0379235787177,3500.3933565448465,-0.08351076687995374,2.035400077201757,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
553,1,0.005081681730292666,0.2134281203814109,0.00025935945193555514,2.927798415491496,0.04507207605318693,397.74965406415754,196.38131858094982,0.8045099045210604,0.956809909976109,0.30893453552895367,-3493.2614831227975,31.0,1.0,0.9988423180879664,-3493.2614831227975,3500.236995832723,-0.06224339340133156,-0.10471074052748008,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
554,1,0.005238760073437804,0.20184343646757774,0.00025527283262216524,3.030634877319597,0.046645181317285254,387.6922273272568,196.95335929159813,0.790876322017964,0.9140499309326094,0.3108908128051555,-3493.0104991373673,31.0,1.0,0.9860861785252594,-3493.0104991373673,3496.2087733815647,0.0025711113294164534,0.04477491444686166,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
555,1,0.005029994753133267,0.20926513678955327,0.00025967599595644813,3.0024383085776,0.04475809834432651,395.10013519167376,194.14767145896542,0.7906871858986779,0.9239072147837588,0.312247932305395,-3492.9412063350583,31.0,1.0,0.9800307862734022,-3492.9412063350583,3497.252824961564,-0.008579025413837371,0.08184042056609542,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
556,1,0.005423133567680908,0.20163766025892407,0.00025536312886391594,3.048189226975976,0.044912529166794064,399.8660058732198,194.20782756579717,0.7762324821362085,0.8625985317432393,0.3382671900421639,-3495.779023745614,47.0,1.0,0.559160880988408,-3495.779023745614,3499.896235879285,-0.7528508487653198,19.38530673772675,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
557,1,0.00536422881816012,0.18345274347666274,0.0002538662982494568,2.878374360281357,0.04312475830730123,409.8680897893877,194.17532530802146,0.7935734577662652,0.8939153750984565,0.35285736271464296,-3499.870453987446,31.0,1.0,0.9242887509770326,-3499.870453987446,3503.988702159279,0.09747769650175542,0.45880078268055513,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
558,1,0.004722634568764684,0.25420580613438254,0.00027039324690696645,3.0451794635310745,0.047673489779441386,384.397707129373,195.00752634165164,0.8005476089788034,0.9337512756119226,0.29343319327039874,-3500.351172664776,31.0,1.0,0.9984229293479041,-3500.351172664776,3506.5532706799254,-0.04685448435293438,-0.1430483535291387,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
559,1,0.005294266436512735,0.21982909783852395,0.0002493026799293393,3.0297944991651184,0.04715292766400063,386.1482934564658,194.85541572246382,0.7923654791067113,0.9393099337607308,0.3008719088522458,-3495.777616184533,31.0,1.0,1.0,-3495.777616184533,3504.3968545306057,-0.03191098845536544,-0.0594758162828839,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
560,1,0.004956109596231206,0.2242332026772902,0.0002568897279904349,2.854574290997356,0.04692684007483897,393.31217386784544,201.2981757616514,0.8209233956734445,0.8911071381244047,0.34407456979161655,-3496.277514578628,31.0,1.0,0.9893228662056979,-3496.277514578628,3502.109473060381,0.024404888653407397,-0.036868318613414885,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
561,1,0.004986505375042287,0.22176728309978447,0.0002570184906683086,2.859131346388661,0.04691740208822502,391.9876488196097,200.70733767717277,0.8194041045643626,0.9000110632766805,0.340840111088765,-3496.18263269967,15.0,1.0,0.8548556318911203,-3496.18263269967,3501.1709856897087,0.2029093271335114,0.3126994688786908,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
562,1,0.0050766373793934595,0.21520579331185138,0.0002558896681444663,2.924090907326175,0.04699326779610106,386.65254490683907,198.2563567145463,0.8118109553778257,0.8903052237392205,0.33358567119100196,-3496.19297672984,15.0,1.0,0.8945840973513889,-3496.19297672984,3498.6323629701556,-0.042281750739221025,-0.8035157078252269,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
563,1,0.005050520341897808,0.2069416971044096,0.00026658010716299456,2.9799163071074317,0.044536808257765084,392.37462285538595,191.0433971092545,0.7836506041296115,0.9310714213900281,0.312190738560762,-3494.553342762505,31.0,1.0,0.9820392007475109,-3494.553342762505,3499.1009528366467,-0.46854978252576984,-1.102349384776062,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
564,1,0.004911978331776371,0.20650832223214322,0.00026549814252710456,2.9280699023957264,0.046966737757382276,393.6007864852306,197.97540419573937,0.8195651693717019,0.8365489132771898,0.34933823644515505,-3495.28418408639,63.0,1.0,0.6725555701919494,-3495.28418408639,3498.971637365103,-0.07610215871909531,7.502864345942271,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
565,1,0.004912874339218071,0.21239614357808026,0.0002678671163131122,2.9426455235203393,0.046134679565669606,394.52282495533035,196.11844483289232,0.8189635767812892,0.8339996501882925,0.3449671476238257,-3495.374338351497,27.0,1.0,0.2461543938901149,-3495.374338351497,3498.2160238674396,-0.0014865081570860639,56.68900728547624,4.0,0.0,0.13514920554991305,0.13514920554991305,0.0
566,1,0.0047587819766125175,0.21245506308881942,0.0002662527186486003,2.8683649170201155,0.045681109152944634,388.2853161523657,197.33968943359378,0.8171790785529083,0.8311264318458987,0.36337946621583117,-3494.498697768869,31.0,1.0,0.2992700513447783,-3494.498697768869,3500.1657491409073,-0.9082090658112065,13.604212391467172,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
567,1,0.004743116507117112,0.20983150862246816,0.00026725099328458893,2.8471703754690467,0.045707598569362316,387.6679600403766,197.27709931392798,0.8200623707952923,0.8307911116542835,0.3658935748705574,-3494.924600613096,31.0,1.0,0.057551521187408174,-3494.924600613096,3499.849416775267,-0.031561287336444366,48.16076750002321,5.0,0.0,0.13514920554991305,0.13514920554991305,0.0
568,1,0.004743116507117112,0.20983150862246816,0.00026725099328458893,2.8471703754690467,0.045707598569362316,387.6679600403766,197.27709931392798,0.8200623707952923,0.8307911116542835,0.3658935748705574,-3494.924600613096,7.0,1.0,0.03868491723268539,-3494.924600613096,3498.097003632372,0.0,154.759149042206,2.0,0.0,0.13514920554991305,0.13514920554991305,0.0
569,1,0.0047514037539079365,0.212615439359832,0.00026696507297649765,2.8375918593593057,0.04556775912361789,388.2052505641524,197.15495067753383,0.8197634647361322,0.829578071614347,0.3678415732193251,-3495.0155635237343,12.0,1.0,0.2553298783132903,-3495.0155635237343,3497.7212140959414,0.06526837791352591,2988.345851496026,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
570,1,0.0047514037539079365,0.212615439359832,0.00026696507297649765,2.8375918593593057,0.04556775912361789,388.2052505641524,197.15495067753383,0.8197634647361322,0.829578071614347,0.3678415732193251,-3495.0155635237343,11.0,1.0,0.0023412655272186974,-3495.0155635237343,3502.2130116752937,0.0,1807.9261086141764,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
571,1,0.0047514037539079365,0.212615439359832,0.00026696507297649765,2.8375918593593057,0.04556775912361789,388.2052505641524,197.15495067753383,0.8197634647361322,0.829578071614347,0.3678415732193251,-3495.0155635237343,10.0,1.0,0.0011485433208696934,-3495.0155635237343,3503.054023787695,0.0,3475.9104685443217,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
572,1,0.004778475096409593,0.21594665871597124,0.0002658584503717954,2.849730138072462,0.04547457425348264,388.1451693611187,197.1043823881965,0.8169333123765292,0.8278188224210453,0.3682633947229664,-3494.750866449951,14.0,1.0,0.18520682591393786,-3494.750866449951,3501.595668834711,-0.1716051657422213,1826.6246851393548,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
573,1,0.004766996393841781,0.21926788859530047,0.0002662149302112588,2.843159854570618,0.04518845494960785,388.59044683893893,196.85583330365822,0.8170425090167658,0.8290131148397567,0.36941487058629374,-3495.369483505499,14.0,1.0,0.1492008691906512,-3495.369483505499,3499.7686183261553,0.22549585006936468,5398.003016276592,3.0,1.0,0.13514920554991305,0.13514920554991305,0.0
574,1,0.004741559163008543,0.2207056582219977,0.0002660569670394803,2.8262185938319093,0.04513977579665309,390.4160339986088,197.28942685887023,0.8183559546440207,0.8280388579448676,0.3719190552537802,-3496.26943016564,7.0,1.0,0.21579268315460043,-3496.26943016564,3497.8529664735415,0.7955758250554936,79.7991426042272,2.0,0.0,0.13514920554991305,0.13514920554991305,0.0
