iteration,chain,ρ₀,ψ,q,β₀,η,ω,φ,k,δ₁,δ₂,δ₃,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
501,1,0.00493050502555915,0.12205693546705555,0.0002627122857871292,3.716017547252326,0.7851851290795108,414.78102072359377,209.55456437586938,0.45543667242750835,0.8449359955256901,0.8746362802973968,0.25010067517969053,-2775.5458640961747,63.0,1.0,0.9827273477640855,-2775.5458640961747,2786.0284745330646,-0.07412662898605049,-0.08086189104506047,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
502,1,0.0058785254866867585,0.10982942915129175,0.0002487919794595545,5.188593014547422,1.4524787753757706,459.38092427696364,209.08190328061835,0.4231577460355945,0.7259319238953162,0.6239767572109967,0.2713996331126347,-2783.380896728825,63.0,1.0,0.9539576546342706,-2783.380896728825,2791.1629706232443,-0.4820306022688783,-1.889051554008347,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
503,1,0.005479353491745517,0.1089849991829741,0.00025325814608914465,4.652149573239492,1.1233760225006766,441.67352094831233,208.7419289550244,0.44800249288213334,0.7345623097541364,0.7079700487842914,0.2777882313586504,-2775.2744638862955,63.0,1.0,0.31950832807366614,-2775.2744638862955,2787.6431496881096,0.511782071534526,93.70976175775195,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
504,1,0.005448169534651889,0.12136355185919091,0.00025561620690117394,4.982233555247951,1.2141453210882818,442.6926155977002,209.0035407270275,0.46784519412538117,0.6810532893372424,0.7189897744917448,0.26508579512558367,-2773.3982723897107,63.0,1.0,0.9960638360079372,-2773.3982723897107,2778.086345057339,-1.3195445268947879,-1.658134185463041,5.0,0.0,0.049415667503760766,0.049415667503760766,0.0
505,1,0.005317138500381222,0.10595601467392356,0.0002591671761069977,3.7460811602527015,0.8532927887444257,419.8919301781782,209.56117126152628,0.3724374865025205,0.8225685252326279,0.9428206686036189,0.233128188690784,-2773.0560431372314,63.0,1.0,0.8596031029084611,-2773.0560431372314,2780.0700040886236,0.12030657119839816,0.3486767849217358,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
506,1,0.005286912628734029,0.1101529429376334,0.0002577468567883022,3.8340477357155507,0.8649382878776269,422.2096368499073,209.78579522795178,0.3923116315829017,0.7880610377685162,0.9526757652703772,0.23908552525843266,-2771.7316905282078,63.0,1.0,0.9867927713001946,-2771.7316905282078,2776.062704475074,-0.012081564938853262,0.05018030840119536,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
507,1,0.0053587137530599965,0.10882567161305375,0.00025766911080904567,4.2173502670715,1.027173067859223,428.8120195227843,208.5224251815982,0.41044040844839635,0.7412785027728246,0.931342838887749,0.23481808435256965,-2771.3765078216375,63.0,1.0,0.715685975585826,-2771.3765078216375,2776.3937369170308,0.32400477045257503,0.6832692147468151,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
508,1,0.0054451439686230224,0.12708572152776693,0.00025593767921700184,4.085797550550095,0.9159568108351893,433.2973123231597,209.5215962830991,0.4401254417967755,0.7619818207478998,0.9756044559822539,0.22376977554984365,-2772.901895596543,127.0,1.0,0.9890343822561442,-2772.901895596543,2776.346979654301,-0.06519680058590893,-0.271043696192919,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
509,1,0.005348129035872125,0.12972887178050926,0.00025706349977703337,4.14578095265345,0.9386569515044461,444.09545326477456,209.22334365346396,0.4403369304623112,0.7513293009132082,0.979166014504876,0.22302555241373453,-2773.4565032926093,63.0,1.0,0.9922563871438417,-2773.4565032926093,2786.752147491663,-0.03820556762866545,-0.11893611384130054,5.0,0.0,0.049415667503760766,0.049415667503760766,0.0
510,1,0.005280236052954367,0.11053201213497688,0.0002608488544676317,4.242916927602305,1.0413561905612934,432.9306432904499,207.98535746513235,0.38542365082545726,0.7663947771249304,0.8205841740183096,0.250646782145616,-2769.5087003953317,127.0,1.0,0.9953634508125834,-2769.5087003953317,2776.533479926414,-0.04355291413457962,-0.11532662687841366,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
511,1,0.0055144549573181096,0.10442716338002392,0.0002631548196938888,4.048365822367416,0.9439255945848984,429.8959004077367,207.0881763964579,0.3754095866251539,0.7713226420570094,0.9207225104474592,0.22937656880632037,-2775.447765741177,31.0,1.0,0.8989491428831473,-2775.447765741177,2778.0606533568657,0.11596085339851925,0.18907898791576372,5.0,0.0,0.049415667503760766,0.049415667503760766,0.0
512,1,0.005361738206898819,0.12023263012855,0.00025608598536223584,4.448921106245814,1.153751380793496,449.6675634979871,211.44891774598278,0.460874404377112,0.7986968002693403,0.8896968278193885,0.21272401381716924,-2769.540028796539,63.0,1.0,0.9978509682919331,-2769.540028796539,2779.0587747093196,-0.02300196466194393,-0.10204248654736148,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
513,1,0.005079967285138585,0.11951198302333668,0.00026433334123585213,4.005406363088818,0.8851672638127859,419.7259596945262,207.89366365546525,0.3891994559610239,0.7398780671936849,0.947562443059369,0.23847873010921442,-2771.5681092839704,63.0,1.0,0.9971138568933018,-2771.5681092839704,2775.097712548292,0.00720945859893618,0.016560348317398166,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
514,1,0.005241208064585822,0.10471602046607396,0.0002593258417672277,4.56400244661906,1.163597298426367,453.66553585603765,210.38604888219163,0.470204704141719,0.776199316847428,0.8210263023521016,0.23098729173213792,-2771.3703343925235,63.0,1.0,0.999595470621137,-2771.3703343925235,2776.7858203237656,-0.004185280655292445,-0.023973742675480025,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
515,1,0.005551742648705811,0.10664742628308269,0.0002584328813020813,4.6318161809776095,1.2609402981089737,469.508089917615,211.78947528619472,0.44945640734310766,0.7283779882035634,0.8733512351485356,0.24302668740469133,-2774.5724079559423,63.0,1.0,0.9963900854904397,-2774.5724079559423,2778.311303857056,0.007347231046878733,0.01280624853052359,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
516,1,0.005543441813855518,0.10241413706649495,0.0002572568219544722,4.6158005214183,1.2691744579087199,458.83057130422446,211.92149997154795,0.4628425652526401,0.7495763354315645,0.8471748925666931,0.2433016500969561,-2775.6661627488425,127.0,1.0,0.9846913713472436,-2775.6661627488425,2779.4013937137897,0.03311899037407784,0.05508445866007605,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
517,1,0.0053514410420284955,0.11691360226576641,0.00026357132070417506,4.85107530229177,1.418280733979594,462.3500396800322,211.55995057450517,0.47294011406419706,0.7556526860852575,0.9020706348515557,0.20319762324102364,-2774.1330614155045,63.0,1.0,0.9810767408192976,-2774.1330614155045,2785.210271832049,-6.477235683632898e-5,0.0833416223358654,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
518,1,0.005334480849044646,0.12030708154306301,0.00026069391311926075,5.225776064534894,1.5690363642279908,463.3491748539314,211.25401384471095,0.46472113291667155,0.6827455194909471,0.8411632370949171,0.22999436513278815,-2773.615110120713,127.0,1.0,0.9963557100368863,-2773.615110120713,2779.9243554363375,-0.00894358968207598,-0.12567331695936446,6.0,0.0,0.049415667503760766,0.049415667503760766,0.0
