parameters,2.5%,25.0%,50.0%,75.0%,97.5%
ρ₀,0.004404112782531588,0.005342620367142172,0.005539728460695548,0.00573082410658713,0.0060595828998510634
ψ,0.14761156610271062,0.1616558300448944,0.16949086044717587,0.1782600898929329,0.6248827527285501
q,0.00024005040960461586,0.0002468993217847218,0.00025017644016760013,0.0002536199644945686,0.0002611573894531849
β₀,1.3806897628104529,2.0895506371406576,2.282415159849423,2.4558915908203645,2.824489810600348
η,0.24845282508122654,0.2971442355644543,0.32629503262262793,0.361627756703208,1.9904413784152988
ω,101.89258300191271,380.5850518609635,408.94964456695715,437.8611384520728,488.09587339373115
φ,198.35157135293906,200.9708587254662,202.22338441216314,203.6529216233864,225.18718676526638
k,0.30714089647527126,0.35764311698719403,0.3894048325475341,0.42526185556813734,0.9578428097197048
δ₁,0.6642547659757625,0.7411176098191947,0.7894017363132755,0.8314470633557397,0.9182991761784258
δ₂,0.8062639896078444,0.8854323013507147,0.9207260289753267,0.9489507798432545,0.9801547115822339
δ₃,0.40424873742380046,0.4843877536753701,0.5398706119271597,0.5956768593266066,0.8666049232630413
