time,inc0_low95CI,inc0_median,inc0_up95CI,inc1_low95CI,inc1_median,inc1_up95CI,inc2_low95CI,inc2_median,inc2_up95CI,inc3_low95CI,inc3_median,inc3_up95CI,nvacc_low95CI,nvacc_median,nvacc_up95CI,strategy,vaccswitch,coverage,vaccstart,duration
516.0,617.5457559313625,638.2268621884286,665.440726097487,602.8912163394504,622.5458497982472,648.1440305129624,589.3023333524354,608.776052005589,632.8458261271938,14872.274868933111,15830.828759089112,16843.920382858814,0.0,0.0,0.0,base,,,,
517.0,616.066550828889,637.167254595086,665.5122883118689,601.9537458994425,622.1688340008259,648.7046201803721,588.712785308715,608.7095227856189,633.903057770431,14943.150954323262,15909.822962418199,16926.4073233217,0.0,0.0,0.0,base,,,,
518.0,614.6393229648471,636.2613483760506,665.5696143968031,601.0815514494665,621.6158759854734,649.4931566070765,587.9006548960693,608.4605611786246,634.6882262126543,15001.18450397253,15979.183052539825,16991.97285519689,0.0,0.0,0.0,base,,,,
519.0,612.666886888817,634.8078951314092,665.2501364044845,600.091601626575,620.8209983315319,649.8588698768988,587.2461743768305,608.063583208248,635.5982407236472,15054.890562900157,16042.244293525815,17062.892746202648,0.0,0.0,0.0,base,,,,
520.0,610.9148912770673,633.5684336964041,664.450945228152,598.9918999127112,619.9573198780417,649.8274589183741,586.3766331463121,607.3817667495459,636.100774983596,15103.209394115955,16093.864491298795,17143.96671154648,0.0,0.0,0.0,base,,,,
521.0,608.7528701845556,632.0477569121867,663.6597448996268,597.6770835392177,619.2941002380103,649.7708021619358,585.4776311020366,606.6147055644542,636.4838294780814,15155.181765581667,16144.648724481463,17231.82818934843,0.0,0.0,0.0,base,,,,
522.0,606.2908392545767,630.2750533763319,662.7501948093064,596.11254872391,618.0177392587066,649.3165582666173,584.353710358683,605.8934810515493,636.6306651953607,15210.806801570207,16191.640335187316,17312.875410307945,0.0,0.0,0.0,base,,,,
523.0,603.3428505654447,628.4971576631069,661.760758130718,593.9607522091828,616.6913361735642,648.8964164207689,583.0271312545053,604.8109867181629,636.3818566041067,15259.515054775775,16244.389269888401,17375.501639403403,0.0,0.0,0.0,base,,,,
524.0,600.4707168743014,626.4172582253814,660.5324533947743,591.5458634577692,615.2845850475132,648.0493113545701,581.3286951001734,603.9100568965077,636.1879016051068,15289.540365924686,16284.589908197522,17426.64218677208,0.0,0.0,0.0,base,,,,
525.0,597.7069543967955,624.2925713807344,659.1602410627529,589.0170786013827,613.7969453260303,647.1394517709501,578.9793630397878,602.7255639396608,635.7115098598413,15314.538224454223,16323.261499911547,17478.191793795675,0.0,0.0,0.0,base,,,,
526.0,595.0221584145911,621.9036971833557,657.5638818369247,586.2161879381165,611.8565734103322,646.2200874416158,576.4355719891377,601.2901925276965,635.1438203958794,15345.984943819047,16368.647431522608,17513.685638450086,0.0,0.0,0.0,base,,,,
527.0,592.1495672930032,619.4336025901139,655.84629983427,583.2497153948061,610.0046770591289,645.170145293139,574.3478441286832,599.7958145849407,634.4567986230365,15361.581250320374,16404.418175682425,17549.440904816984,0.0,0.0,0.0,base,,,,
528.0,588.8874711872079,616.6876159720123,653.9812670446933,580.4284640039317,608.1512230504304,643.9830352089368,571.911611300148,598.4067903421819,633.6258545503952,15370.786198549718,16443.060401827097,17593.801416395603,0.0,0.0,0.0,base,,,,
529.0,585.1976746696979,613.8077226914465,651.9666288675741,577.7189591040835,606.2416596487164,642.7839161945507,569.2118219067343,596.7112457770854,632.784674980212,15378.066017777473,16479.956125482917,17634.841347925365,0.0,0.0,0.0,base,,,,
530.0,581.5762798726558,611.0401382315904,649.7701962326653,574.8368535888382,604.3012222293764,641.4822734395042,566.610511066299,594.794559923932,631.8609049639664,15385.959671196342,16500.163016930223,17672.61655411422,0.0,0.0,0.0,base,,,,
531.0,578.0953233149834,608.2110873814672,647.2956530804746,572.0417981789448,602.2259829863906,639.81471461365,563.9768699041567,592.8991478774697,630.8058681923895,15415.410841578245,16522.289181753993,17707.315692993998,0.0,0.0,0.0,base,,,,
532.0,574.8295521353372,605.6757419798523,644.8118637580425,569.089463813696,600.0542001184076,637.7774263281375,561.0987047074362,591.4098652414978,629.6590987560339,15425.915756438673,16546.934077829123,17739.02421083748,0.0,0.0,0.0,base,,,,
533.0,571.6524142655544,603.0239651668817,642.1252362605185,566.5829557024874,598.0061148982495,635.849626335036,558.6266868294217,589.6962170936167,628.2746298153885,15431.165652339161,16573.759526625276,17767.822761040923,0.0,0.0,0.0,base,,,,
534.0,568.3730338606983,600.450394904241,639.0871312083676,564.02438787492,595.867122316733,633.9848341753707,556.2756809925661,588.0362855996937,626.2643079753965,15435.947819250821,16590.186343982816,17793.845521636307,0.0,0.0,0.0,base,,,,
535.0,564.8307409511879,597.7579164523631,636.1061186241917,561.4616905339062,593.5641123913229,632.0146684749052,553.9509824684822,586.2920273113996,624.6359498246572,15442.534649879486,16611.142964720726,17817.11786177158,0.0,0.0,0.0,base,,,,
536.0,561.3184438598342,594.9640768561512,632.9883270727471,558.798286722973,591.1023106705397,629.5108403258957,551.5621275118552,584.3973893225193,623.2159988149069,15449.70638898313,16636.23858629167,17839.103355180472,0.0,0.0,0.0,base,,,,
537.0,557.8510804776103,592.0260519385338,629.5990708104334,555.5791710304096,588.8637598790228,627.2320994024165,549.092476724647,582.3812573347241,621.5002598506398,15457.593771732598,16656.344558537006,17857.96098930016,0.0,0.0,0.0,base,,,,
538.0,554.5702925317921,589.3238295614719,626.1561311408877,552.3519153651781,586.168823570013,624.840702064149,546.3018690414726,580.3256886377931,619.617430247087,15466.517075435073,16683.3628231138,17880.295513279736,0.0,0.0,0.0,base,,,,
539.0,551.7880729855038,586.6275499239564,622.8224250038154,549.7482390144839,583.6440922692418,622.638069573976,543.7390967984684,578.4405905604362,617.6663464979268,15458.400835043192,16708.477799117565,17893.678545959294,0.0,0.0,0.0,base,,,,
540.0,548.4803361627273,583.7271954510361,619.4486798514612,547.4398088083602,581.1627701371908,620.2256202789955,541.96306457147,576.1694430392236,615.7598221825435,15483.374952495098,16720.408910542727,17902.56314420104,0.0,0.0,0.0,base,,,,
541.0,545.9611429449171,580.5742077417672,616.3609400399961,545.1840675948188,578.9714938811958,617.6120241943747,540.1313826789149,573.8535445425659,613.3341627631337,15502.62710455954,16727.40210236609,17926.656400716303,0.0,0.0,0.0,base,,,,
542.0,543.6674501205795,577.9150371681899,612.9552035260946,542.961641014833,576.7820600215346,614.4866035535,538.0638776338659,571.4685482811183,610.8166502200067,15518.631588621438,16737.935708597302,17936.362187345327,0.0,0.0,0.0,base,,,,
543.0,541.4119073747657,575.0451376046985,609.2903055892326,540.7437284501269,574.4564616419375,611.384233281482,536.1113060059957,569.2693057190627,608.1888975342736,15539.095498912036,16741.362558558583,17941.805380387603,0.0,0.0,0.0,base,,,,
544.0,539.0413366957567,571.9458492696285,606.0159272585995,538.6482553201728,571.9588397629559,608.6183597418479,534.2285351251252,566.7462212983519,605.2058917772956,15558.45742499903,16742.20499229431,17942.751746635884,0.0,0.0,0.0,base,,,,
545.0,536.5011485597119,569.018621345982,603.0335148005746,536.83937692428,569.5198538992554,605.9027334383688,531.9266811229288,564.7874128241092,602.2045513201505,15571.270742412657,16748.200545325875,17939.25592147857,0.0,0.0,0.0,base,,,,
546.0,533.6980289103464,565.8523497357965,599.1214022033848,534.947740224097,567.109861779958,602.540315958485,529.7659653002396,562.5242910441011,599.0548556529917,15603.636702070386,16746.449847087264,17937.60047984421,0.0,0.0,0.0,base,,,,
547.0,530.7054072175175,563.0510207731277,594.7063593423925,532.8784250889905,564.4507793765515,599.4223589872009,528.2278269740752,560.0178003795445,595.7518584805541,15631.377885958553,16741.254985138774,17942.314743127674,0.0,0.0,0.0,base,,,,
548.0,527.7181980259717,560.0188810527325,590.8224249611609,531.1418474910781,561.3991166781634,595.8570260788314,526.5916967235505,557.5383353214711,592.4349663339556,15659.67194282785,16739.153260558844,17913.36920554191,0.0,0.0,0.0,base,,,,
549.0,525.5732562423684,556.9261184092611,587.2879878131673,528.8795984677039,559.0128874424845,592.1977978913113,524.8231994914822,554.7507715560496,589.4418446768075,15683.742095930875,16733.66284428537,17886.948900865762,0.0,0.0,0.0,base,,,,
550.0,523.4263694842346,553.6902308985591,583.3426252800971,526.4088094964624,556.1708167940378,588.3326978715137,522.719722820539,552.5945316571742,586.352862950787,15712.304169552774,16729.80227382481,17853.157576830683,0.0,0.0,0.0,base,,,,
551.0,521.6771708304062,550.6118701752275,579.3213746124878,523.9570663237013,553.6856063287705,584.3871850263328,520.5396070460789,550.0124579761177,582.88329479862,15729.077291242778,16718.905665114522,17813.023573850096,0.0,0.0,0.0,base,,,,
552.0,520.6000837619416,547.4673789236695,575.5842553328723,521.8603672126308,550.9016730580479,580.5811971652322,519.349008716736,547.4608975276351,579.1574209019542,15754.03251986727,16711.774129092693,17774.630793581902,0.0,0.0,0.0,base,,,,
553.0,518.7406297337263,543.9759825300425,571.3583383169956,520.1315726800822,547.8463107608259,576.8074921435676,517.7380725388415,544.424628244713,575.6239835501649,15787.133310861886,16703.216595068574,17730.427693063764,0.0,0.0,0.0,base,,,,
554.0,516.1533727013506,540.5325009096414,567.2007749323733,518.7008588982746,544.8991937804967,573.196973407641,515.9615174384787,541.8144571688026,572.664501111675,15795.490686760842,16698.903496950865,17686.568420466036,0.0,0.0,0.0,base,,,,
555.0,513.2728704427369,537.0591009147465,563.1488720083609,516.2534600342624,541.6994240004569,570.1267087406479,514.4210371460765,539.377617482096,569.8391478241422,15811.220278781653,16672.858060345054,17646.606220766156,0.0,0.0,0.0,base,,,,
556.0,509.16633513048293,533.6858798265457,558.3256845180877,513.3783625615761,538.3345699720085,566.9290104390121,512.3516137517057,536.6423521861434,566.6473809231072,15825.83156851828,16651.10685507953,17593.308147908745,0.0,0.0,0.0,base,,,,
557.0,505.49806003384293,529.9332986008376,553.0609467658214,510.2185213351622,535.386909974739,563.3398209184409,509.7519674611278,533.609590627253,563.0092827446758,15812.869988688826,16624.41252860427,17521.75143725425,0.0,0.0,0.0,base,,,,
558.0,502.4105925448239,526.2056992053986,550.6860848755575,507.2018544591032,532.1853476651013,559.3535066864453,507.1528845370747,530.3970130980015,559.240143663343,15785.775862893463,16594.657105237246,17490.57121651545,0.0,0.0,0.0,base,,,,
559.0,498.4600218651816,522.4875000827014,547.5143806385807,504.8236620379612,528.6432575620711,554.7930538882501,504.15402148114515,527.4197372235358,555.4309402478859,15749.736680911481,16551.383017629385,17420.049584572014,0.0,0.0,0.0,base,,,,
560.0,494.48276120387015,518.4742974489927,544.1808783943765,500.8138818701729,525.4745665472001,551.8813315470702,501.40175612038,523.9058027584106,551.4046810919419,15721.293422745168,16520.165684118867,17356.990155047177,0.0,0.0,0.0,base,,,,
561.0,489.7936324073933,514.0459185801446,539.857269885391,496.23242443520576,521.5639307443053,548.2768233257345,498.1162117351778,520.5029219351709,547.2698641027324,15660.538817147166,16480.449365273118,17295.601434774697,0.0,0.0,0.0,base,,,,
562.0,485.20674195643517,509.51166745088995,535.9866272614337,491.9088525380008,517.3651910088956,545.5279360519721,493.7584961079061,516.1706176139414,542.9207500606775,15620.854171978683,16407.420106083155,17246.868838527054,0.0,0.0,0.0,base,,,,
563.0,480.64503696616737,504.6585627309978,531.8556856987998,487.60258431350815,512.7505891397595,542.0523376053198,488.713930128701,512.0116611365229,538.8962576377205,15590.69368892461,16341.779663518071,17200.39461241737,0.0,0.0,0.0,base,,,,
564.0,475.5275727503933,500.1402357183397,527.8672053620219,483.3703232944943,508.25756583176553,538.4367379209026,484.02649599658326,507.71866407059133,534.7621809935197,15509.668310276418,16263.795713424683,17161.638657356052,0.0,0.0,0.0,base,,,,
565.0,470.2618907028809,495.5747665837407,522.0648208152503,478.70754791991783,503.6811457760632,534.2940864000469,478.1727500370704,503.4444323722273,530.9394883063621,15431.671585733444,16189.269703194499,17091.742031274734,0.0,0.0,0.0,base,,,,
566.0,464.40515885083005,490.3679245803505,518.841809096001,473.0335853785276,498.78001337870955,529.5825676142238,472.41550412392246,498.7569128740579,527.6209376666695,15310.730997947603,16088.07774823904,17001.547205272316,0.0,0.0,0.0,base,,,,
567.0,458.4302240302786,484.96947858668864,514.2946168461815,467.51680842945353,493.5423213262111,524.9825507355854,467.2020243785344,494.26034754887223,524.7171887134202,15198.191715053468,15995.2834957093,16917.751917982845,0.0,0.0,0.0,base,,,,
568.0,452.3810539766215,479.60322909615934,509.37609442723914,461.5132881710306,488.5179143808782,519.6353355885483,461.6241101749241,489.5583595726639,520.7012266137638,15071.947540843486,15898.867265447974,16840.01868626252,0.0,0.0,0.0,base,,,,
569.0,446.62393422201274,473.8066410012543,505.015528482385,455.80331950448453,483.0838951431215,514.0139915183187,456.14407774526626,484.3952652979642,515.7813720751553,14931.064557418227,15779.624034717679,16751.790050940217,0.0,0.0,0.0,base,,,,
570.0,440.9757069731131,468.0342878550291,498.92366976486517,449.7787618289702,477.6941654179245,508.65698301801456,450.139476233162,478.888194642961,510.5655344716273,14795.565630296618,15651.380442246795,16636.245916301756,0.0,0.0,0.0,base,,,,
571.0,435.18062283582987,461.8739934004843,493.6885566879995,443.38677173443136,472.2705265805125,502.40266158105806,444.4892894755118,473.53698373027146,505.1342110754922,14650.260788273066,15509.232879340649,16503.372466856243,0.0,0.0,0.0,base,,,,
572.0,428.8827496221289,455.77239185757935,487.98344893343744,436.66107901381326,466.336586099118,496.339191726502,438.5076912291348,467.4095638450235,498.849847086519,14458.718703608214,15364.38820245862,16399.548726165292,0.0,0.0,0.0,base,,,,
573.0,422.5512143534608,449.5578631050885,481.76681436095384,429.86844391943885,460.0479668993503,490.5227695393376,432.32629540497436,461.3168871551752,492.71822552746164,14283.92683499679,15204.869932472706,16277.085665754228,0.0,0.0,0.0,base,,,,
574.0,416.2168266952038,443.19307477399707,475.37409509420394,423.1026016827673,453.69367382861674,484.4181806019507,426.03451943034304,454.93247926048934,486.85011624218896,14109.56696775481,15031.01737202704,16132.980178695172,0.0,0.0,0.0,base,,,,
575.0,409.6311159580015,436.545470777899,468.9794401093386,416.10813845582305,447.1692526526749,478.6230508636683,419.6881596679799,448.42534731701016,480.71612526001405,13932.417097968608,14859.569044187665,15985.553907258063,0.0,0.0,0.0,base,,,,
576.0,402.69055094001817,429.8380587827414,462.7284377961419,408.7406348688528,440.15000999346375,472.5043962091207,413.10934945512565,441.62743612751365,474.6375046523288,13741.251942295581,14682.056126505136,15825.531528099624,0.0,0.0,0.0,base,,,,
577.0,395.73727275216953,422.98845221847296,455.84340519085526,401.6882932591252,433.2696173787117,465.93430532226336,406.07023205515,434.9948754105717,468.05040648980065,13543.744006445258,14506.415573358536,15627.306641546636,0.0,0.0,0.0,base,,,,
578.0,388.4907011440955,415.7389426957816,448.7096134351566,394.74189533814786,426.26393665373325,458.60310586504636,398.9741111074574,427.88930531591177,460.9720806829631,13323.270670067519,14312.117897436023,15410.060619033873,0.0,0.0,0.0,base,,,,
579.0,381.3806662148796,408.3634076677263,441.2738978059962,387.6281759486534,418.8654425870627,451.3262794659473,391.82901847409084,420.8637477196753,453.7245328583755,13102.6248693794,14116.059552565217,15174.06065818742,0.0,0.0,0.0,base,,,,
580.0,374.1622114042751,401.13549856096506,433.62859395304696,380.64383519636465,411.4605545606464,442.9642740447074,384.8614720812067,413.5168743599206,445.7434321735054,12883.78686433658,13902.54924838245,14953.945422049612,0.0,0.0,0.0,base,,,,
581.0,366.7345493367873,394.02467196434736,425.65902599943803,373.6689558127895,403.8915191683918,435.5185454534367,377.7273885708302,406.44829976186156,437.7834737094119,12675.590973704308,13676.143340453506,14739.837748191505,0.0,0.0,0.0,base,,,,
582.0,359.6320773319341,386.7297798190266,417.77509110877287,366.6447318627499,396.61416619829834,428.1015966954641,370.4200364176184,398.6478335224092,430.32739363815637,12469.081556046754,13452.068620547652,14529.983507803083,0.0,0.0,0.0,base,,,,
583.0,352.6062558962964,379.50063688494265,409.8138981583528,359.65471825320276,389.01837300881743,420.17173195378854,363.03368802675976,390.63177563995123,422.71543874042106,12259.395201351494,13229.035106807947,14319.504802594334,0.0,0.0,0.0,base,,,,
584.0,345.5669135079719,371.8035731688142,401.6773319171742,352.86001128237695,381.3853076733649,412.39180407542733,356.0158215022646,382.8453437741846,414.83699607485903,12047.234001398832,12998.95997068286,14082.24824938476,0.0,0.0,0.0,base,,,,
585.0,338.26671863924713,364.1631560139358,393.3954265553504,346.1220073768869,373.6676172502339,404.82482090974224,348.7674879427068,375.1171354595572,406.479238903895,11823.87017423436,12751.531822159886,13829.124328216909,0.0,0.0,0.0,base,,,,
586.0,330.7398182967678,356.5143763460219,385.0002303067595,339.1590314246714,365.97961183451116,396.6341807832941,341.4737362443469,367.28302723169327,397.99858291074634,11592.987398584932,12516.25218346715,13587.5695778504,0.0,0.0,0.0,base,,,,
587.0,323.51250131009147,349.1410520002246,376.5232115651481,332.07109847282993,358.3008457776159,388.42886564200745,334.3441665196791,359.5949970036745,389.6447383638471,11346.148388908803,12275.66394738853,13337.296102690694,0.0,0.0,0.0,base,,,,
588.0,316.87913205474615,341.424867477268,368.47752650994806,325.0348438783549,350.58466408215463,380.36308014113456,327.1810130403377,351.9255073852837,381.6230887387879,11101.05108512044,12034.909501984715,13080.548936496672,0.0,0.0,0.0,base,,,,
589.0,310.2093415078707,334.10688765719533,360.88870623512196,317.6372022232972,342.9799092672765,371.5925772828981,319.9635033220053,344.3060721978545,373.0225086007267,10866.738831921666,11779.213681295514,12803.818771947173,0.0,0.0,0.0,base,,,,
590.0,303.0719500038773,326.94755200855434,353.31302196383473,310.49444313794373,335.4270780067891,363.0178166870959,312.7602980828844,336.6796249113977,364.7692556510679,10630.618013304473,11521.956786751747,12517.991247401387,0.0,0.0,0.0,base,,,,
591.0,296.1258031017147,319.6913479529321,345.32901345342395,303.2793561281636,327.8979412391782,354.3766023303382,305.69782822951674,329.1537963487208,356.323751137685,10395.94958819896,11265.701189383864,12261.32822714746,0.0,0.0,0.0,base,,,,
592.0,289.4254219433293,312.59271761216223,337.10819859132164,296.48723670588805,320.4948375187814,345.8263348459266,298.8192531741224,321.67768288217485,347.92041543181983,10160.06106928438,11011.699705794454,11997.489091670514,0.0,0.0,0.0,base,,,,
593.0,282.96137117082253,305.42538155056536,328.99715562323104,290.03435101825744,313.27069488726556,337.78823090866206,291.9188881846145,314.21550802886486,339.8471633917652,9923.66604791358,10751.590233281255,11743.780421872436,0.0,0.0,0.0,base,,,,
594.0,276.63537726299836,298.39526009745896,321.2452388538979,283.36883729090914,305.9690513126552,330.1038368560374,285.1178801510483,306.79689655452967,331.8551479857415,9692.590228702873,10501.017520651221,11477.56231957674,0.0,0.0,0.0,base,,,,
595.0,270.2227264675312,291.4877372793853,313.8206868457608,276.72153673460707,298.59968909434974,322.6202070822008,278.2506661537103,299.6039047688246,323.84571862593293,9460.65012159422,10253.8233756423,11194.155600184202,0.0,0.0,0.0,base,,,,
596.0,264.02513757059353,284.74317761324346,306.293922838103,270.21580591499804,291.48497178405523,314.95527936005965,271.51719918828456,292.5085709579289,315.7979163086973,9235.823522192984,10006.160422354937,10917.553948797286,0.0,0.0,0.0,base,,,,
597.0,257.95256435582417,277.8495485726744,298.8821157985367,263.98932667095215,284.4529525488615,307.0439030968584,264.8260652566329,285.5333544537425,308.2705419984646,9015.382364425808,9759.486723691225,10645.847750477493,0.0,0.0,0.0,base,,,,
598.0,251.7940503453836,271.0599684268236,291.7320987772196,257.835665738117,277.53729868121445,299.56704298360273,258.29309127284216,278.5589386243373,300.7342908949591,8792.068119268119,9521.673864901066,10370.064852420985,0.0,0.0,0.0,base,,,,
599.0,245.79928251402453,264.46182600967586,284.89097956344483,251.16937815742568,270.72598656639457,292.13772865533826,251.779535933584,271.6125616747886,293.3887779426761,8571.346069172025,9288.159874752164,10099.136393243074,0.0,0.0,0.0,base,,,,
600.0,239.89328874284402,257.89192705228925,278.1684831254184,244.91720514306797,264.0957602467388,284.6368159876205,245.72454916350543,265.01281673274934,286.1636622290127,8354.972502329201,9054.744720190763,9842.664381024242,0.0,0.0,0.0,base,,,,
601.0,234.03093850510194,251.48819092474878,271.5559433752671,239.03086222009733,257.51772240549326,277.2132077577524,239.64014836419375,258.3736655507237,279.0472252900712,8144.371953892708,8831.890016496181,9602.975209345668,0.0,0.0,0.0,base,,,,
602.0,228.31096277451144,245.3671688977629,264.90968031939116,233.19066927814856,251.20797340013087,270.28361006313935,233.68724075229838,252.03887053392828,272.1049967807717,7937.711886151135,8609.856229394674,9362.927995351702,0.0,0.0,0.0,base,,,,
603.0,222.76394220655783,239.40882020816207,258.2986952778883,227.54365518828854,244.99021466448903,263.3107670309022,227.95040719518437,245.79805473051965,265.3261595352553,7734.887434010952,8388.560368776321,9114.412699084729,0.0,0.0,0.0,base,,,,
604.0,217.39597360054032,233.6417885813862,251.8708621131256,221.95430338904262,239.01128735393286,256.54435492679477,222.35127371316776,239.73384270071983,258.7813597663306,7534.970677038282,8176.568303599954,8868.792422712593,0.0,0.0,0.0,base,,,,
605.0,212.10582819189875,227.97205529734492,245.76553340693934,216.17873859172687,233.2024354338646,250.17265885584055,216.89004175169393,233.69818204827607,252.30342586841434,7336.178160874546,7962.184246137738,8632.4381393224,0.0,0.0,0.0,base,,,,
606.0,207.07956688357518,222.4543085359037,239.71007492542267,210.41312463236972,227.4528207127005,244.01679475884885,211.53300841609015,227.86646017804742,245.9982011388987,7145.029973435402,7753.097363382578,8405.669682064652,0.0,0.0,0.0,base,,,,
607.0,202.18627450857312,217.15774269215763,233.49023922262714,204.92924622492865,221.96678636223078,238.08199406396596,205.9283391543664,222.27795881032944,239.68704638807102,6959.03798436597,7548.39317587018,8186.398058244586,0.0,0.0,0.0,base,,,,
608.0,197.37690849956124,211.8096093311906,227.65859228223562,199.90578408017754,216.57529608905315,232.14104355201124,200.4207512833178,216.63325534947217,233.53520287824796,6775.0453572690485,7347.632809370756,7971.99514991641,0.0,0.0,0.0,base,,,,
609.0,192.5834049059078,206.87548039108515,222.35499015031382,195.06435301881282,211.19305953755975,226.423658590205,195.25767965652048,211.32537208124995,227.57014961373062,6597.722165992856,7152.0805487930775,7762.326113331317,0.0,0.0,0.0,base,,,,
610.0,187.86363006234168,201.9545467775315,217.08533830884843,190.3589006406255,206.0578854084015,220.85435489434747,190.28134653652086,206.06212240085006,221.83891246840358,6425.326857222617,6962.69384214282,7553.4247826285655,0.0,0.0,0.0,base,,,,
611.0,183.18812223020942,197.17734027281404,211.8597539655864,185.7873708093539,200.95923342183232,215.43674359554424,185.618707010895,200.9535667449236,216.25862219696864,6256.065668164939,6781.289913460612,7348.60187593028,0.0,0.0,0.0,base,,,,
612.0,178.66429442213848,192.51195405051112,206.8051409583539,181.3478522288613,196.0414395723492,210.24732258170843,181.07096052449197,195.98935616202652,210.79007674949244,6089.7059484221045,6606.380304723978,7160.3030642569065,0.0,0.0,0.0,base,,,,
613.0,174.34868139280007,187.97410245239735,201.82565961955115,177.03015795499087,191.19785566814244,205.1999057907611,176.70425539165734,191.10345084778965,205.45728011280298,5931.475172276795,6438.733034461737,6980.370149904489,0.0,0.0,0.0,base,,,,
614.0,170.17166494093834,183.4737665951252,197.13602885929868,172.67289122063667,186.6380355823785,200.3538035698235,172.44352162051945,186.31514921411872,200.31335132634266,5772.545496594161,6267.572746440768,6804.751590059697,0.0,0.0,0.0,base,,,,
615.0,166.17804719135165,179.06672294810414,192.60501208528876,168.4904472723603,182.08290963619947,195.69570810561999,168.2497746348381,181.68005252629519,195.45871798302977,5617.683801925928,6099.550806447864,6626.364226285368,0.0,0.0,0.0,base,,,,
616.0,162.31351518975572,174.96048285998404,188.10443488769232,164.52028859658168,177.77291058376431,191.11136126238853,164.15281755747273,177.28914929367602,190.59432311607523,5467.459100049734,5939.082911357284,6455.274755568802,0.0,0.0,0.0,base,,,,
617.0,158.62495251484216,171.02837270870805,183.73805943494662,160.64993599848822,173.6163368616253,186.59646424362435,160.17813570946456,173.03267884626985,185.96074413377792,5322.1731927879155,5784.722789332271,6288.976417957247,0.0,0.0,0.0,base,,,,
618.0,155.06325448751448,167.09965451434255,179.49904196271672,156.89931389195846,169.50463070347905,182.23960274616255,156.2811889545992,168.93880195356905,181.56709948461503,5181.659287519753,5634.833902135491,6124.317350385338,0.0,0.0,0.0,base,,,,
619.0,151.5601361594163,163.31554631516337,175.38397509977221,153.26686911033465,165.52922422997653,177.97804169738666,152.52471391158178,164.96484200842679,177.24637131430208,5047.5197827994825,5487.622187778354,5962.27181095481,0.0,0.0,0.0,base,,,,
620.0,148.15153568023817,159.80697835050523,171.39080933025105,149.70195071958005,161.75355143658817,173.8038664901629,148.93150550611318,161.08414735645056,173.06559633985162,4919.063676855713,5345.935180082917,5805.060350942612,0.0,0.0,0.0,base,,,,
621.0,144.85246960809454,156.2463041394949,167.53747983025386,146.2407010502182,158.08631441928446,169.81087395939977,145.4800660368055,157.31307182088494,169.01502848835662,4792.439920513332,5207.807658880949,5655.345366291702,0.0,0.0,0.0,base,,,,
622.0,141.65585102150217,152.77705447003245,163.92589158909394,142.8954267628491,154.57221671380103,165.8612660676241,142.13130376450718,153.6778159737587,165.0902446679771,4669.623876568675,5073.918716058135,5509.759520718455,0.0,0.0,0.0,base,,,,
623.0,138.56102199247107,149.47146307490766,160.41896842895076,139.66259533977137,151.11103954911232,162.09046887820585,138.88238455830142,150.14701771736145,161.28844666471704,4550.8668489515785,4943.756067857146,5366.670797691494,0.0,0.0,0.0,base,,,,
624.0,135.56699819834904,146.29788273014128,157.01447717482225,136.57996092429386,147.723580095917,158.44280039882287,135.7687135823071,146.77266884967685,157.60973121151326,4436.072810704261,4818.595544412732,5227.863186497986,0.0,0.0,0.0,base,,,,
625.0,132.67060373341664,143.19130694307387,153.71031770864502,133.64400281561538,144.4899118449539,154.914340111427,132.76277728499844,143.5041624084115,154.0706079072319,4325.760554593801,4698.362368643284,5095.445853520185,0.0,0.0,0.0,base,,,,
626.0,129.86633653715253,140.18501021713018,150.50431760344654,130.79588590189815,141.32080586068332,151.50552760045974,129.876964892447,140.34324226342142,150.71548743760212,4220.241261347383,4581.415403619409,4968.172247638553,0.0,0.0,0.0,base,,,,
627.0,127.17437773318962,137.263788247481,147.39839947866275,127.98288562772795,138.25876158848405,148.1928515947424,127.09117381833494,137.2917787451297,147.4120793407783,4118.197215052694,4468.078376248479,4846.486028459668,0.0,0.0,0.0,base,,,,
628.0,124.5749807683751,134.42733281850815,144.38581511164082,125.2645357010886,135.34192530810833,144.96428931439294,124.44816048098728,134.29886911436915,144.2530298850499,4019.5232619784774,4358.369284778833,4727.869186018407,0.0,0.0,0.0,base,,,,
629.0,122.0607027584687,131.71021430008113,141.4295002178289,122.6279439471662,132.50831372477114,141.84176071677356,121.89027231121436,131.37568907812238,141.1894242263399,3924.1136422358454,4251.802205607295,4613.086821715534,0.0,0.0,0.0,base,,,,
630.0,119.62880670512095,129.0460141003132,138.55299062021075,120.10544015001506,129.76003791205585,138.84678822644054,119.37838262803852,128.5689749829471,138.22250176835806,3831.795295251906,4149.807931184769,4502.003597391396,0.0,0.0,0.0,base,,,,
631.0,117.27666111933067,126.46077864058316,135.76723110480233,117.66726132771001,127.11724753305316,135.9917383085005,116.94336732523516,125.8943411000073,135.34714405499398,3742.1832998529076,4052.1745895445347,4394.52209476456,0.0,0.0,0.0,base,,,,
632.0,115.00189487617463,123.98956990614533,133.06983529441058,115.31069703362883,124.51191161945462,133.23814950063826,114.5808867041953,123.2583938986063,132.50905984304845,3656.490066356212,3957.0115521103144,4290.531752229482,0.0,0.0,0.0,base,,,,
