parameters,2.5%,25.0%,50.0%,75.0%,97.5%
ρ₀,0.0051277438476193225,0.00540667850996268,0.005585494650529439,0.005767667685889374,0.0061265169804183605
ψ,0.15231279013612234,0.1642203185835845,0.17093502977649938,0.17825226191912164,0.1927737167199428
q,0.00023770463832101889,0.00024420573674150005,0.00024741431503779804,0.0002505569051717444,0.00025691906277926143
β₀,2.7165582518118034,2.861052564935231,2.9383053859226917,3.0173873648466762,3.192581480828321
η,0.32743340713926783,0.3647727059834158,0.38954807498159283,0.4192664973176602,0.4943934169409618
ω,390.8244662480978,404.9306241520212,411.91516836402013,419.6975179482123,434.020275130005
φ,194.8942606731791,197.35862903520916,198.53030968647755,199.66750803244082,201.89577529462954
k,0.2938679857406275,0.35664207268701065,0.38573603202760026,0.4168307875613898,0.47989817285973263
δ₁,0.730839085619364,0.8035898694214625,0.833699104196255,0.8599715124687011,0.9046064350345172
δ₂,0.8427335711191803,0.896324393213252,0.9260244354151397,0.9500163786256717,0.9802181765898891
δ₃,0.2762764909057614,0.29836513246680196,0.3120105035061804,0.32631575922593764,0.35867759762500195
