"date","interval","date_rep","ntested_influenza","source","file","pathogen","npos","isoweek","week","year","doy","time"
2016-03-27,"weekly",2016-04-03,2749,"influenza surveillance reports","2016-03","RSV",214,12,13,2016,87,2268
2016-04-03,"weekly",2016-04-03,2900,"influenza surveillance reports","2016-03","RSV",227,13,14,2016,94,2275
2016-04-10,"weekly",2016-05-01,3603,"influenza surveillance reports","2016-04","RSV",312,14,15,2016,101,2282
2016-04-17,"weekly",2016-05-01,3489,"influenza surveillance reports","2016-04","RSV",296,15,16,2016,108,2289
2016-04-24,"weekly",2016-05-01,3659,"influenza surveillance reports","2016-04","RSV",314,16,17,2016,115,2296
2016-05-01,"weekly",2016-05-01,2863,"influenza surveillance reports","2016-04","RSV",267,17,18,2016,122,2303
2016-05-08,"weekly",2016-05-29,3738,"influenza surveillance reports","29052016","RSV",296,18,19,2016,129,2310
2016-05-15,"weekly",2016-05-29,3796,"influenza surveillance reports","29052016","RSV",325,19,20,2016,136,2317
2016-05-22,"weekly",2016-05-29,3997,"influenza surveillance reports","29052016","RSV",338,20,21,2016,143,2324
2016-05-29,"weekly",2016-05-29,4229,"influenza surveillance reports","29052016","RSV",529,21,22,2016,150,2331
2016-06-05,"weekly",2016-07-03,4372,"influenza surveillance reports","03072016","RSV",444,22,23,2016,157,2338
2016-06-12,"weekly",2016-07-03,4441,"influenza surveillance reports","03072016","RSV",510,23,24,2016,164,2345
2016-06-19,"weekly",2016-07-03,4062,"influenza surveillance reports","03072016","RSV",515,24,25,2016,171,2352
2016-06-26,"weekly",2016-07-03,4665,"influenza surveillance reports","03072016","RSV",544,25,26,2016,178,2359
2016-07-03,"weekly",2016-07-03,4947,"influenza surveillance reports","03072016","RSV",613,26,27,2016,185,2366
2016-07-10,"weekly",2016-07-31,5522,"influenza surveillance reports","31072016","RSV",588,27,28,2016,192,2373
2016-07-17,"weekly",2016-07-31,5626,"influenza surveillance reports","31072016","RSV",596,28,29,2016,199,2380
2016-07-24,"weekly",2016-07-31,6238,"influenza surveillance reports","31072016","RSV",565,29,30,2016,206,2387
2016-07-31,"weekly",2016-07-31,6617,"influenza surveillance reports","31072016","RSV",590,30,31,2016,213,2394
2016-08-07,"weekly",2016-08-28,7882,"influenza surveillance reports","28082016","RSV",541,31,32,2016,220,2401
2016-08-14,"weekly",2016-08-28,9361,"influenza surveillance reports","28082016","RSV",624,32,33,2016,227,2408
2016-08-21,"weekly",2016-08-28,11060,"influenza surveillance reports","28082016","RSV",600,33,34,2016,234,2415
2016-08-28,"weekly",2016-08-28,11728,"influenza surveillance reports","28082016","RSV",582,34,35,2016,241,2422
2016-09-04,"weekly",2016-10-02,13167,"influenza surveillance reports","02102016","RSV",552,35,36,2016,248,2429
2016-09-11,"weekly",2016-10-02,12539,"influenza surveillance reports","02102016","RSV",505,36,37,2016,255,2436
2016-09-18,"weekly",2016-10-02,11299,"influenza surveillance reports","02102016","RSV",460,37,38,2016,262,2443
2016-09-25,"weekly",2016-10-02,9788,"influenza surveillance reports","02102016","RSV",374,38,39,2016,269,2450
2016-10-02,"weekly",2016-10-02,8155,"influenza surveillance reports","02102016","RSV",306,39,40,2016,276,2457
2016-10-09,"weekly",2016-10-30,6333,"influenza surveillance reports","30102016","RSV",234,40,41,2016,283,2464
2016-10-16,"weekly",2016-10-30,6342,"influenza surveillance reports","30102016","RSV",190,41,42,2016,290,2471
2016-10-23,"weekly",2016-10-30,5800,"influenza surveillance reports","30102016","RSV",160,42,43,2016,297,2478
2016-10-30,"weekly",2016-10-30,5435,"influenza surveillance reports","30102016","RSV",121,43,44,2016,304,2485
2016-11-06,"weekly",2016-12-04,4806,"influenza surveillance reports","2016-11","RSV",105,44,45,2016,311,2492
2016-11-13,"weekly",2016-12-04,4515,"influenza surveillance reports","2016-11","RSV",85,45,46,2016,318,2499
2016-11-20,"weekly",2016-12-04,3969,"influenza surveillance reports","2016-11","RSV",67,46,47,2016,325,2506
2016-11-27,"weekly",2016-12-04,3792,"influenza surveillance reports","2016-11","RSV",77,47,48,2016,332,2513
2016-12-04,"weekly",2016-12-04,3454,"influenza surveillance reports","2016-11","RSV",64,48,49,2016,339,2520
2016-12-11,"weekly",2017-01-01,3315,"influenza surveillance reports","2016-12","RSV",59,49,50,2016,346,2527
2016-12-18,"weekly",2017-01-01,3126,"influenza surveillance reports","2016-12","RSV",85,50,51,2016,353,2534
2016-12-25,"weekly",2017-01-01,2793,"influenza surveillance reports","2016-12","RSV",78,51,52,2016,360,2541
2017-01-01,"weekly",2017-01-01,1775,"influenza surveillance reports","2016-12","RSV",68,52,1,2017,1,2548
2017-01-08,"weekly",2017-01-29,2220,"influenza surveillance reports","2017-01","RSV",71,1,2,2017,8,2555
2017-01-15,"weekly",2017-01-29,2777,"influenza surveillance reports","2017-01","RSV",93,2,3,2017,15,2562
2017-01-22,"weekly",2017-01-29,2592,"influenza surveillance reports","2017-01","RSV",76,3,4,2017,22,2569
2017-01-29,"weekly",2017-01-29,2392,"influenza surveillance reports","2017-01","RSV",83,4,5,2017,29,2576
2017-02-05,"weekly",2017-02-26,2732,"influenza surveillance reports","2017-02","RSV",124,5,6,2017,36,2583
2017-02-12,"weekly",2017-02-26,2699,"influenza surveillance reports","2017-02","RSV",123,6,7,2017,43,2590
2017-02-19,"weekly",2017-02-26,3159,"influenza surveillance reports","2017-02","RSV",224,7,8,2017,50,2597
2017-02-26,"weekly",2017-02-26,3683,"influenza surveillance reports","2017-02","RSV",248,8,9,2017,57,2604
2017-03-05,"weekly",2017-04-02,3874,"influenza surveillance reports","2017-03","RSV",256,9,10,2017,64,2611
2017-03-12,"weekly",2017-04-02,3828,"influenza surveillance reports","2017-03","RSV",346,10,11,2017,71,2618
2017-03-19,"weekly",2017-04-02,4285,"influenza surveillance reports","2017-03","RSV",,11,12,2017,78,2625
2017-03-26,"weekly",2017-04-02,4334,"influenza surveillance reports","2017-03","RSV",464,12,13,2017,85,2632
2017-04-02,"weekly",2017-04-02,4840,"influenza surveillance reports","2017-03","RSV",727,13,14,2017,92,2639
2017-04-09,"weekly",2017-04-30,4973,"influenza surveillance reports","2017-04","RSV",672,14,15,2017,99,2646
2017-04-16,"weekly",2017-04-30,4509,"influenza surveillance reports","2017-04","RSV",642,15,16,2017,106,2653
2017-04-23,"weekly",2017-04-30,4276,"influenza surveillance reports","2017-04","RSV",690,16,17,2017,113,2660
2017-04-30,"weekly",2017-04-30,4331,"influenza surveillance reports","2017-04","RSV",596,17,18,2017,120,2667
2017-05-07,"weekly",2017-06-04,4805,"influenza surveillance reports","04062017","RSV",611,18,19,2017,127,2674
2017-05-14,"weekly",2017-06-04,4913,"influenza surveillance reports","04062017","RSV",622,19,20,2017,134,2681
2017-05-21,"weekly",2017-06-04,5344,"influenza surveillance reports","04062017","RSV",661,20,21,2017,141,2688
2017-05-28,"weekly",2017-06-04,5623,"influenza surveillance reports","04062017","RSV",719,21,22,2017,148,2695
2017-06-04,"weekly",2017-06-04,5687,"influenza surveillance reports","04062017","RSV",662,22,23,2017,155,2702
2017-06-11,"weekly",2017-07-02,5999,"influenza surveillance reports","02072017","RSV",735,23,24,2017,162,2709
2017-06-18,"weekly",2017-07-02,5583,"influenza surveillance reports","02072017","RSV",722,24,25,2017,169,2716
2017-06-25,"weekly",2017-07-02,6682,"influenza surveillance reports","02072017","RSV",811,25,26,2017,176,2723
2017-07-02,"weekly",2017-07-02,7301,"influenza surveillance reports","02072017","RSV",1023,26,27,2017,183,2730
2017-07-09,"weekly",2017-07-30,8283,"influenza surveillance reports","30072017","RSV",994,27,28,2017,190,2737
2017-07-16,"weekly",2017-07-30,9499,"influenza surveillance reports","30072017","RSV",1042,28,29,2017,197,2744
2017-07-23,"weekly",2017-07-30,11488,"influenza surveillance reports","30072017","RSV",989,29,30,2017,204,2751
2017-07-30,"weekly",2017-07-30,14269,"influenza surveillance reports","30072017","RSV",1034,30,31,2017,211,2758
2017-08-06,"weekly",2017-09-03,19212,"influenza surveillance reports","03092017","RSV",990,31,32,2017,218,2765
2017-08-13,"weekly",2017-09-03,21614,"influenza surveillance reports","03092017","RSV",962,32,33,2017,225,2772
2017-08-20,"weekly",2017-09-03,24506,"influenza surveillance reports","03092017","RSV",816,33,34,2017,232,2779
2017-08-27,"weekly",2017-09-03,22990,"influenza surveillance reports","03092017","RSV",735,34,35,2017,239,2786
2017-09-03,"weekly",2017-09-03,19704,"influenza surveillance reports","03092017","RSV",596,35,36,2017,246,2793
2017-09-10,"weekly",2017-10-01,19613,"influenza surveillance reports","01102017","RSV",443,36,37,2017,253,2800
2017-09-17,"weekly",2017-10-01,19613,"influenza surveillance reports","01102017","RSV",443,37,38,2017,260,2807
2017-09-24,"weekly",2017-10-01,16579,"influenza surveillance reports","01102017","RSV",322,38,39,2017,267,2814
2017-10-01,"weekly",2017-10-01,14201,"influenza surveillance reports","01102017","RSV",291,39,40,2017,274,2821
2017-10-08,"weekly",2017-10-29,10112,"influenza surveillance reports","29102017","RSV",221,40,41,2017,281,2828
2017-10-15,"weekly",2017-10-29,9066,"influenza surveillance reports","29102017","RSV",185,41,42,2017,288,2835
2017-10-22,"weekly",2017-10-29,6423,"influenza surveillance reports","29102017","RSV",143,42,43,2017,295,2842
2017-10-29,"weekly",2017-10-29,6073,"influenza surveillance reports","29102017","RSV",135,43,44,2017,302,2849
2017-11-05,"weekly",2017-12-03,5982,"influenza surveillance reports","2017-11","RSV",138,44,45,2017,309,2856
2017-11-12,"weekly",2017-12-03,5632,"influenza surveillance reports","2017-11","RSV",130,45,46,2017,316,2863
2017-11-19,"weekly",2017-12-03,5261,"influenza surveillance reports","2017-11","RSV",96,46,47,2017,323,2870
2017-11-26,"weekly",2017-12-03,4453,"influenza surveillance reports","2017-11","RSV",78,47,48,2017,330,2877
2017-12-03,"weekly",2017-12-03,3986,"influenza surveillance reports","2017-11","RSV",84,48,49,2017,337,2884
2017-12-10,"weekly",2017-12-31,3982,"influenza surveillance reports","2017-12","RSV",102,49,50,2017,344,2891
2017-12-17,"weekly",2017-12-31,3709,"influenza surveillance reports","2017-12","RSV",115,50,51,2017,351,2898
2017-12-24,"weekly",2017-12-31,3506,"influenza surveillance reports","2017-12","RSV",108,51,52,2017,358,2905
2017-12-31,"weekly",2017-12-31,2368,"influenza surveillance reports","2017-12","RSV",104,52,53,2017,365,2912
2018-01-07,"weekly",2018-01-28,2939,"influenza surveillance reports","2018-01","RSV",123,1,1,2018,7,2919
2018-01-14,"weekly",2018-01-28,3512,"influenza surveillance reports","2018-01","RSV",122,2,2,2018,14,2926
2018-01-21,"weekly",2018-01-28,3493,"influenza surveillance reports","2018-01","RSV",141,3,3,2018,21,2933
2018-01-28,"weekly",2018-01-28,2632,"influenza surveillance reports","2018-01","RSV",106,4,4,2018,28,2940
2018-02-04,"weekly",2018-02-25,3431,"influenza surveillance reports","2018-02","RSV",167,5,5,2018,35,2947
2018-02-11,"weekly",2018-02-25,3525,"influenza surveillance reports","2018-02","RSV",222,6,6,2018,42,2954
2018-02-18,"weekly",2018-02-25,3690,"influenza surveillance reports","2018-02","RSV",227,7,7,2018,49,2961
2018-02-25,"weekly",2018-02-25,3894,"influenza surveillance reports","2018-02","RSV",230,8,8,2018,56,2968
2018-03-04,"weekly",2018-04-01,4163,"influenza surveillance reports","2018-03","RSV",270,9,9,2018,63,2975
2018-03-11,"weekly",2018-04-01,4694,"influenza surveillance reports","2018-03","RSV",378,10,10,2018,70,2982
2018-03-18,"weekly",2018-04-01,4733,"influenza surveillance reports","2018-03","RSV",423,11,11,2018,77,2989
2018-03-25,"weekly",2018-04-01,4654,"influenza surveillance reports","2018-03","RSV",474,12,12,2018,84,2996
2018-04-01,"weekly",2018-04-01,4274,"influenza surveillance reports","2018-03","RSV",477,13,13,2018,91,3003
2018-04-08,"weekly",2018-04-29,4601,"influenza surveillance reports","2018-04","RSV",594,14,14,2018,98,3010
2018-04-15,"weekly",2018-04-29,5334,"influenza surveillance reports","2018-04","RSV",692,15,15,2018,105,3017
2018-04-22,"weekly",2018-04-29,5295,"influenza surveillance reports","2018-04","RSV",724,16,16,2018,112,3024
2018-04-29,"weekly",2018-04-29,4658,"influenza surveillance reports","2018-04","RSV",663,17,17,2018,119,3031
2018-05-06,"weekly",2018-05-27,5278,"influenza surveillance reports","27052018","RSV",691,18,18,2018,126,3038
2018-05-13,"weekly",2018-05-27,5666,"influenza surveillance reports","27052018","RSV",780,19,19,2018,133,3045
2018-05-20,"weekly",2018-05-27,6326,"influenza surveillance reports","27052018","RSV",766,20,20,2018,140,3052
2018-05-27,"weekly",2018-05-27,6957,"influenza surveillance reports","27052018","RSV",793,21,21,2018,147,3059
2018-06-03,"weekly",2018-07-01,6865,"influenza surveillance reports","01072018","RSV",689,22,22,2018,154,3066
2018-06-10,"weekly",2018-07-01,6333,"influenza surveillance reports","01072018","RSV",693,23,23,2018,161,3073
2018-06-17,"weekly",2018-07-01,6279,"influenza surveillance reports","01072018","RSV",747,24,24,2018,168,3080
2018-06-24,"weekly",2018-07-01,6758,"influenza surveillance reports","01072018","RSV",787,25,25,2018,175,3087
2018-07-01,"weekly",2018-07-01,7550,"influenza surveillance reports","01072018","RSV",873,26,26,2018,182,3094
2018-07-08,"weekly",2018-07-29,7844,"influenza surveillance reports","29072018","RSV",937,27,27,2018,189,3101
2018-07-15,"weekly",2018-07-29,8098,"influenza surveillance reports","29072018","RSV",917,28,28,2018,196,3108
2018-07-22,"weekly",2018-07-29,7877,"influenza surveillance reports","29072018","RSV",991,29,29,2018,203,3115
2018-07-29,"weekly",2018-07-29,8173,"influenza surveillance reports","29072018","RSV",788,30,30,2018,210,3122
2018-08-05,"weekly",2018-09-02,8551,"influenza surveillance reports","02092018","RSV",781,31,31,2018,217,3129
2018-08-12,"weekly",2018-09-02,8778,"influenza surveillance reports","02092018","RSV",642,32,32,2018,224,3136
2018-08-19,"weekly",2018-09-02,9023,"influenza surveillance reports","02092018","RSV",598,33,33,2018,231,3143
2018-08-26,"weekly",2018-09-02,9359,"influenza surveillance reports","02092018","RSV",551,34,34,2018,238,3150
2018-09-02,"weekly",2018-09-02,9676,"influenza surveillance reports","02092018","RSV",518,35,35,2018,245,3157
2018-09-09,"weekly",2018-09-30,10704,"influenza surveillance reports","30092018","RSV",419,36,36,2018,252,3164
2018-09-16,"weekly",2018-09-30,10226,"influenza surveillance reports","30092018","RSV",432,37,37,2018,259,3171
2018-09-23,"weekly",2018-09-30,9853,"influenza surveillance reports","30092018","RSV",392,38,38,2018,266,3178
2018-09-30,"weekly",2018-09-30,8539,"influenza surveillance reports","30092018","RSV",314,39,39,2018,273,3185
2018-10-07,"weekly",2018-10-28,7439,"influenza surveillance reports","2018-10","RSV",230,40,40,2018,280,3192
2018-10-14,"weekly",2018-10-28,7438,"influenza surveillance reports","2018-10","RSV",219,41,41,2018,287,3199
2018-10-21,"weekly",2018-10-28,7056,"influenza surveillance reports","2018-10","RSV",184,42,42,2018,294,3206
2018-10-28,"weekly",2018-10-28,6725,"influenza surveillance reports","2018-10","RSV",174,43,43,2018,301,3213
2018-11-04,"weekly",2018-12-02,6679,"influenza surveillance reports","2018-11","RSV",182,44,44,2018,308,3220
2018-11-11,"weekly",2018-12-02,6568,"influenza surveillance reports","2018-11","RSV",137,45,45,2018,315,3227
2018-11-18,"weekly",2018-12-02,6415,"influenza surveillance reports","2018-11","RSV",121,46,46,2018,322,3234
2018-11-25,"weekly",2018-12-02,5859,"influenza surveillance reports","2018-11","RSV",126,47,47,2018,329,3241
2018-12-02,"weekly",2018-12-02,6240,"influenza surveillance reports","2018-11","RSV",116,48,48,2018,336,3248
2018-12-09,"weekly",2018-12-30,6153,"influenza surveillance reports","2018-12","RSV",148,49,49,2018,343,3255
2018-12-16,"weekly",2018-12-30,5611,"influenza surveillance reports","2018-12","RSV",136,50,50,2018,350,3262
2018-12-23,"weekly",2018-12-30,5101,"influenza surveillance reports","2018-12","RSV",150,51,51,2018,357,3269
2018-12-30,"weekly",2018-12-30,3458,"influenza surveillance reports","2018-12","RSV",128,52,52,2018,364,3276
2019-01-06,"weekly",2019-02-03,4006,"influenza surveillance reports","2019-01","RSV",144,1,1,2019,6,3283
2019-01-13,"weekly",2019-02-03,5200,"influenza surveillance reports","2019-01","RSV",170,2,2,2019,13,3290
2019-01-20,"weekly",2019-02-03,4852,"influenza surveillance reports","2019-01","RSV",177,3,3,2019,20,3297
2019-01-27,"weekly",2019-02-03,4957,"influenza surveillance reports","2019-01","RSV",205,4,4,2019,27,3304
2019-02-03,"weekly",2019-02-03,4481,"influenza surveillance reports","2019-01","RSV",224,5,5,2019,34,3311
2019-02-10,"weekly",2019-03-03,5330,"influenza surveillance reports","2019-02","RSV",275,6,6,2019,41,3318
2019-02-17,"weekly",2019-03-03,6319,"influenza surveillance reports","2019-02","RSV",335,7,7,2019,48,3325
2019-02-24,"weekly",2019-03-03,6667,"influenza surveillance reports","2019-02","RSV",397,8,8,2019,55,3332
2019-03-03,"weekly",2019-03-03,7035,"influenza surveillance reports","2019-02","RSV",441,9,9,2019,62,3339
2019-03-10,"weekly",2019-03-31,7211,"influenza surveillance reports","2019-03","RSV",493,10,10,2019,69,3346
2019-03-17,"weekly",2019-03-31,7853,"influenza surveillance reports","2019-03","RSV",602,11,11,2019,76,3353
2019-03-24,"weekly",2019-03-31,7989,"influenza surveillance reports","2019-03","RSV",630,12,12,2019,83,3360
2019-03-31,"weekly",2019-03-31,8810,"influenza surveillance reports","2019-03","RSV",858,13,13,2019,90,3367
2019-04-07,"weekly",2019-04-28,9238,"influenza surveillance reports","2019-04","RSV",937,14,14,2019,97,3374
2019-04-14,"weekly",2019-04-28,9599,"influenza surveillance reports","2019-04","RSV",1157,15,15,2019,104,3381
2019-04-21,"weekly",2019-04-28,8627,"influenza surveillance reports","2019-04","RSV",956,16,16,2019,111,3388
2019-04-28,"weekly",2019-04-28,6406,"influenza surveillance reports","2019-04","RSV",740,17,17,2019,118,3395
2019-05-05,"weekly",2019-06-02,9906,"influenza surveillance reports","02062019","RSV",899,18,18,2019,125,3402
2019-05-12,"weekly",2019-06-02,10336,"influenza surveillance reports","02062019","RSV",828,19,19,2019,132,3409
2019-05-19,"weekly",2019-06-02,11786,"influenza surveillance reports","02062019","RSV",891,20,20,2019,139,3416
2019-05-26,"weekly",2019-06-02,13885,"influenza surveillance reports","02062019","RSV",1018,21,21,2019,146,3423
2019-06-02,"weekly",2019-06-02,16029,"influenza surveillance reports","02062019","RSV",1059,22,22,2019,153,3430
2019-06-09,"weekly",2019-06-30,18146,"influenza surveillance reports","30062019","RSV",983,23,23,2019,160,3437
2019-06-16,"weekly",2019-06-30,18577,"influenza surveillance reports","30062019","RSV",965,24,24,2019,167,3444
2019-06-23,"weekly",2019-06-30,21117,"influenza surveillance reports","30062019","RSV",1073,25,25,2019,174,3451
2019-06-30,"weekly",2019-06-30,22888,"influenza surveillance reports","30062019","RSV",1118,26,26,2019,181,3458
2019-07-07,"weekly",2019-08-04,26582,"influenza surveillance reports","04082019","RSV",1334,27,27,2019,188,3465
2019-07-14,"weekly",2019-08-04,27430,"influenza surveillance reports","04082019","RSV",1424,28,28,2019,195,3472
2019-07-21,"weekly",2019-08-04,25486,"influenza surveillance reports","04082019","RSV",1237,29,29,2019,202,3479
2019-07-28,"weekly",2019-08-04,24045,"influenza surveillance reports","04082019","RSV",1063,30,30,2019,209,3486
2019-08-04,"weekly",2019-08-04,23561,"influenza surveillance reports","04082019","RSV",1002,31,31,2019,216,3493
2019-08-11,"weekly",2019-09-01,22566,"influenza surveillance reports","01092019","RSV",892,32,32,2019,223,3500
2019-08-18,"weekly",2019-09-01,24457,"influenza surveillance reports","01092019","RSV",742,33,33,2019,230,3507
2019-08-25,"weekly",2019-09-01,24545,"influenza surveillance reports","01092019","RSV",1001,34,34,2019,237,3514
2019-09-01,"weekly",2019-09-01,23557,"influenza surveillance reports","01092019","RSV",909,35,35,2019,244,3521
2019-09-08,"weekly",2019-09-29,21533,"influenza surveillance reports","29092019","RSV",828,36,36,2019,251,3528
2019-09-15,"weekly",2019-09-29,19759,"influenza surveillance reports","29092019","RSV",700,37,37,2019,258,3535
2019-09-22,"weekly",2019-09-29,17634,"influenza surveillance reports","29092019","RSV",636,38,38,2019,265,3542
2019-09-29,"weekly",2019-09-29,15536,"influenza surveillance reports","29092019","RSV",524,39,39,2019,272,3549
2019-10-06,"weekly",2019-11-03,14230,"influenza surveillance reports","2019-10","RSV",468,40,40,2019,279,3556
2019-10-13,"weekly",2019-11-03,10699,"influenza surveillance reports","2019-10","RSV",327,41,41,2019,286,3563
2019-10-20,"weekly",2019-11-03,10802,"influenza surveillance reports","2019-10","RSV",300,42,42,2019,293,3570
2019-10-27,"weekly",2019-11-03,9906,"influenza surveillance reports","2019-10","RSV",248,43,43,2019,300,3577
2019-11-03,"weekly",2019-11-03,8394,"influenza surveillance reports","2019-10","RSV",184,44,44,2019,307,3584
2019-11-10,"weekly",2019-12-01,8765,"influenza surveillance reports","2019-11","RSV",123,45,45,2019,314,3591
2019-11-17,"weekly",2019-12-01,8475,"influenza surveillance reports","2019-11","RSV",155,46,46,2019,321,3598
2019-11-24,"weekly",2019-12-01,8369,"influenza surveillance reports","2019-11","RSV",124,47,47,2019,328,3605
2019-12-01,"weekly",2019-12-01,7486,"influenza surveillance reports","2019-11","RSV",105,48,48,2019,335,3612
2019-12-08,"weekly",2019-12-29,7579,"influenza surveillance reports","2019-12","RSV",106,49,49,2019,342,3619
2019-12-15,"weekly",2019-12-29,7626,"influenza surveillance reports","2019-12","RSV",103,50,50,2019,349,3626
2019-12-22,"weekly",2019-12-29,7034,"influenza surveillance reports","2019-12","RSV",123,51,51,2019,356,3633
2019-12-29,"weekly",2019-12-29,4683,"influenza surveillance reports","2019-12","RSV",75,52,52,2019,363,3640
2020-01-05,"weekly",2020-02-03,5476,"influenza surveillance reports","2020-01","RSV",97,1,1,2020,5,3647
2020-01-12,"weekly",2020-02-03,6655,"influenza surveillance reports","2020-01","RSV",112,2,2,2020,12,3654
2020-01-19,"weekly",2020-02-03,6230,"influenza surveillance reports","2020-01","RSV",124,3,3,2020,19,3661
2020-01-26,"weekly",2020-02-03,7108,"influenza surveillance reports","2020-01","RSV",172,4,4,2020,26,3668
2020-02-02,"weekly",2020-02-03,9484,"influenza surveillance reports","2020-01","RSV",247,5,5,2020,33,3675
2020-02-09,"weekly",2020-03-01,9822,"influenza surveillance reports","2020-02","RSV",229,6,6,2020,40,3682
2020-02-16,"weekly",2020-03-01,9376,"influenza surveillance reports","2020-02","RSV",255,7,7,2020,47,3689
2020-02-23,"weekly",2020-03-01,9913,"influenza surveillance reports","2020-02","RSV",300,8,8,2020,54,3696
2020-03-01,"weekly",2020-03-01,11161,"influenza surveillance reports","2020-02","RSV",328,9,9,2020,61,3703
2020-03-08,"weekly",2020-03-29,15684,"influenza surveillance reports","2020-03","RSV",414,10,10,2020,68,3710
2020-03-15,"weekly",2020-03-29,27965,"influenza surveillance reports","2020-03","RSV",654,11,11,2020,75,3717
2020-03-22,"weekly",2020-03-29,23276,"influenza surveillance reports","2020-03","RSV",502,12,12,2020,82,3724
2020-03-29,"weekly",2020-03-29,13309,"influenza surveillance reports","2020-03","RSV",274,13,13,2020,89,3731
2020-04-05,,,,,,,,14,14,2020,96,3738
2020-04-12,,,,,,,,15,15,2020,103,3745
2020-04-19,,,,,,,,16,16,2020,110,3752
2020-04-26,,,,,,,,17,17,2020,117,3759
2020-05-03,,,,,,,,18,18,2020,124,3766
2020-05-10,"weekly",2020-05-31,17628,"covid surveillance reports","20200606","RSV",34,19,19,2020,131,3773
2020-05-17,"weekly",2020-05-31,19085,"covid surveillance reports","20200606","RSV",27,20,20,2020,138,3780
2020-05-24,"weekly",2020-05-31,16649,"covid surveillance reports","20200606","RSV",14,21,21,2020,145,3787
2020-05-31,"weekly",2020-06-07,17956,"covid surveillance reports","20200617","RSV",14,22,22,2020,152,3794
2020-06-07,"weekly",2020-06-28,26716,"covid surveillance reports","20200704","RSV",28,23,23,2020,159,3801
2020-06-14,"weekly",2020-06-28,29628,"covid surveillance reports","20200704","RSV",39,24,24,2020,166,3808
2020-06-21,"weekly",2020-06-28,35765,"covid surveillance reports","20200704","RSV",52,25,25,2020,173,3815
2020-06-28,"weekly",2020-06-28,31889,"covid surveillance reports","20200704","RSV",59,26,26,2020,180,3822
2020-07-05,"weekly",2020-08-02,37394,"covid surveillance reports","20200808","RSV",42,27,27,2020,187,3829
2020-07-12,"weekly",2020-08-02,43126,"covid surveillance reports","20200808","RSV",48,28,28,2020,194,3836
2020-07-19,"weekly",2020-08-02,47262,"covid surveillance reports","20200808","RSV",38,29,29,2020,201,3843
2020-07-26,"weekly",2020-08-02,48809,"covid surveillance reports","20200808","RSV",38,30,30,2020,208,3850
2020-08-02,"weekly",2020-08-02,45556,"covid surveillance reports","20200808","RSV",43,31,31,2020,215,3857
2020-08-09,"weekly",2020-08-30,49835,"covid surveillance reports","20200905","RSV",65,32,32,2020,222,3864
2020-08-16,"weekly",2020-08-30,37799,"covid surveillance reports","20200905","RSV",60,33,33,2020,229,3871
2020-08-23,"weekly",2020-08-30,42323,"covid surveillance reports","20200905","RSV",82,34,34,2020,236,3878
2020-08-30,"weekly",2020-08-30,39308,"covid surveillance reports","20200905","RSV",92,35,35,2020,243,3885
2020-09-06,"weekly",2020-09-27,47013,"covid surveillance reports","20201009","RSV",127,36,36,2020,250,3892
2020-09-13,"weekly",2020-09-27,37909,"covid surveillance reports","20201009","RSV",149,37,37,2020,257,3899
2020-09-20,"weekly",2020-09-27,32267,"covid surveillance reports","20201009","RSV",250,38,38,2020,264,3906
2020-09-27,"weekly",2020-09-27,28300,"covid surveillance reports","20201009","RSV",340,39,39,2020,271,3913
2020-10-04,"weekly",2020-11-01,24539,"covid surveillance reports","20201107","RSV",426,40,40,2020,278,3920
2020-10-11,"weekly",2020-11-01,20808,"covid surveillance reports","20201107","RSV",473,41,41,2020,285,3927
2020-10-18,"weekly",2020-11-01,25078,"covid surveillance reports","20201107","RSV",640,42,42,2020,292,3934
2020-10-25,"weekly",2020-11-01,26740,"covid surveillance reports","20201107","RSV",803,43,43,2020,299,3941
2020-11-01,"weekly",2020-11-01,24157,"covid surveillance reports","20201107","RSV",1041,44,44,2020,306,3948
2020-11-08,"weekly",2020-12-06,31883,"covid surveillance reports","20201212","RSV",1580,45,45,2020,313,3955
2020-11-15,"weekly",2020-12-06,37010,"covid surveillance reports","20201212","RSV",1693,46,46,2020,320,3962
2020-11-22,"weekly",2020-12-06,32467,"covid surveillance reports","20201212","RSV",1433,47,47,2020,327,3969
2020-11-29,"weekly",2020-12-06,27804,"covid surveillance reports","20201212","RSV",1549,48,48,2020,334,3976
2020-12-06,"weekly",2020-12-27,24404,"covid surveillance reports","20210116","RSV",1614,49,49,2020,341,3983
2020-12-13,"weekly",2020-12-27,24954,"covid surveillance reports","20210116","RSV",1666,50,50,2020,348,3990
2020-12-20,"weekly",2020-12-27,51622,"covid surveillance reports","20210116","RSV",1801,51,51,2020,355,3997
2020-12-27,"weekly",2020-12-27,66776,"covid surveillance reports","20210116","RSV",1236,52,52,2020,362,4004
2021-01-03,"weekly",2021-01-31,45456,"covid surveillance reports","20210206","RSV",919,53,1,2021,3,4011
2021-01-10,"weekly",2021-01-31,46948,"covid surveillance reports","20210206","RSV",744,1,2,2021,10,4018
2021-01-17,"weekly",2021-01-31,31565,"covid surveillance reports","20210206","RSV",573,2,3,2021,17,4025
2021-01-24,"weekly",2021-01-31,24257,"covid surveillance reports","20210206","RSV",453,3,4,2021,24,4032
2021-01-31,"weekly",2021-01-31,20370,"covid surveillance reports","20210206","RSV",586,4,5,2021,31,4039
