"date","time","scaling"
2021-08-16,4236,0.471858482523444
2021-08-17,4237,0.471858482523444
2021-08-18,4238,0.471858482523444
2021-08-19,4239,0.487439839572193
2021-08-20,4240,0.487439839572193
2021-08-21,4241,0.487439839572193
2021-08-22,4242,0.487439839572193
2021-08-23,4243,0.487439839572193
2021-08-24,4244,0.494322250639386
2021-08-25,4245,0.494322250639386
2021-08-26,4246,0.49471256684492
2021-08-27,4247,0.499852941176471
2021-08-28,4248,0.499852941176471
2021-08-29,4249,0.499852941176471
2021-08-30,4250,0.499852941176471
2021-08-31,4251,0.499852941176471
2021-09-01,4252,0.499852941176471
2021-09-02,4253,0.499949579831933
2021-09-03,4254,0.499949579831933
2021-09-04,4255,0.501417112299465
2021-09-05,4256,0.501417112299465
2021-09-06,4257,0.505280748663102
2021-09-07,4258,0.505280748663102
2021-09-08,4259,0.505280748663102
2021-09-09,4260,0.52346256684492
2021-09-10,4261,0.537326203208556
2021-09-11,4262,0.549959432048682
2021-09-12,4263,0.559578577699737
2021-09-13,4264,0.561530748663102
2021-09-14,4265,0.566644385026738
2021-09-15,4266,0.566644385026738
2021-09-16,4267,0.567787532923617
2021-09-17,4268,0.566644385026738
2021-09-18,4269,0.566644385026738
2021-09-19,4270,0.566644385026738
2021-09-20,4271,0.539485294117647
2021-09-21,4272,0.539485294117647
2021-09-22,4273,0.539485294117647
2021-09-23,4274,0.539485294117647
2021-09-24,4275,0.546758021390374
2021-09-25,4276,0.546758021390374
2021-09-26,4277,0.546758021390374
2021-09-27,4278,0.546758021390374
2021-09-28,4279,0.550848930481283
2021-09-29,4280,0.550848930481283
2021-09-30,4281,0.550848930481283
2021-10-01,4282,0.538348930481283
2021-10-02,4283,0.553917112299465
2021-10-03,4284,0.574097363083164
2021-10-04,4285,0.586444249341528
2021-10-05,4286,0.598008021390374
2021-10-06,4287,0.598008021390374
2021-10-07,4288,0.606530748663102
2021-10-08,4289,0.607326203208556
2021-10-09,4290,0.612488167680865
2021-10-10,4291,0.619598930481283
2021-10-11,4292,0.626530748663102
2021-10-12,4293,0.626530748663102
2021-10-13,4294,0.626530748663102
2021-10-14,4295,0.641223799864774
2021-10-15,4296,0.646166328600406
2021-10-16,4297,0.646166328600406
2021-10-17,4298,0.646166328600406
2021-10-18,4299,0.646166328600406
2021-10-19,4300,0.646166328600406
2021-10-20,4301,0.646166328600406
2021-10-21,4302,0.646166328600406
2021-10-22,4303,0.657326203208556
2021-10-23,4304,0.657326203208556
2021-10-24,4305,0.661798512508452
2021-10-25,4306,0.66221256684492
2021-10-26,4307,0.66221256684492
2021-10-27,4308,0.66221256684492
2021-10-28,4309,0.668121657754011
2021-10-29,4310,0.682488167680865
2021-10-30,4311,0.682488167680865
2021-10-31,4312,0.682488167680865
2021-11-01,4313,0.683576203208556
2021-11-02,4314,0.683576203208556
2021-11-03,4315,0.683576203208556
2021-11-04,4316,0.683538324420677
2021-11-05,4317,0.683576203208556
2021-11-06,4318,0.705591615956727
2021-11-07,4319,0.711189839572193
2021-11-08,4320,0.712258282623394
2021-11-09,4321,0.719144385026738
2021-11-10,4322,0.719144385026738
2021-11-11,4323,0.719144385026738
2021-11-12,4324,0.72721256684492
2021-11-13,4325,0.73237322515213
2021-11-14,4326,0.742438192668372
2021-11-15,4327,0.746985294117647
2021-11-16,4328,0.748008021390374
2021-11-17,4329,0.754258021390374
2021-11-18,4330,0.754258021390374
2021-11-19,4331,0.754258021390374
2021-11-20,4332,0.754258021390374
2021-11-21,4333,0.760053475935829
2021-11-22,4334,0.765481670929241
2021-11-23,4335,0.765481670929241
2021-11-24,4336,0.766626098715348
2021-11-25,4337,0.766626098715348
2021-11-26,4338,0.768348930481283
2021-11-27,4339,0.768348930481283
2021-11-28,4340,0.769826203208556
2021-11-29,4341,0.772667112299465
2021-11-30,4342,0.774806722689076
2021-12-01,4343,0.783008021390374
2021-12-02,4344,0.783008021390374
2021-12-03,4345,0.781338742393509
2021-12-04,4346,0.781338742393509
2021-12-05,4347,0.783008021390374
2021-12-06,4348,0.787941176470588
2021-12-07,4349,0.787941176470588
2021-12-08,4350,0.793803475935829
2021-12-09,4351,0.793803475935829
2021-12-10,4352,0.798235294117647
2021-12-11,4353,0.798235294117647
2021-12-12,4354,0.798235294117647
2021-12-13,4355,0.783619909502262
2021-12-14,4356,0.779485294117647
2021-12-15,4357,0.779485294117647
2021-12-16,4358,0.779384719405003
